phase,updates,gameplay_reward_mean,trade_reward_mean,gameplay_entropy_mean,trade_entropy_mean,gameplay_value_loss_mean,trade_value_loss_mean,tom_loss_mean,total_loss_mean,trade_propose_rate_mean,trade_accept_rate_mean,trade_reject_rate_mean,trade_counter_rate_mean,trade_skip_rate_mean
Early,66,0.020798484848484847,0.00986969696969697,0.7219318181818181,2.5901287878787875,0.6144424242424242,0.40420303030303034,1.607944696969697,0.31033484848484855,0.22517606351579247,0.11206904601953464,0.06198895671961201,0.5860458691458489,0.014720064599211973
Mid,67,0.02706417910447761,0.02434477611940299,0.6909014925373135,1.7792746268656716,0.5304014925373134,0.41973432835820895,1.6049263134328358,0.29837164179104475,0.4614195071698481,0.4530544323648848,0.007917402156137595,0.056436380600867045,0.021172277708262494
Late,67,0.021691044776119404,0.026947761194029852,0.6241014925373135,1.487858208955224,0.5103805970149254,0.42847014925373134,1.6015806865671642,0.291834328358209,0.4909263521438298,0.49057451874087155,0.000391689486494124,0.00185302990740028,0.01625440972140414
