update,gameplay_rollouts,trade_rollouts,epsilon,replay_size,gameplay_reward,gameplay_reward_avg_logged,trade_reward,trade_reward_avg_logged,trade_propose,trade_accept,trade_reject,trade_counter,trade_skip,dqn_td_loss,dqn_q_mean,dqn_target_q_mean,trade_policy_loss,trade_value_loss,trade_entropy,tom_loss,gameplay_reward_ma10,trade_reward_ma10,dqn_td_loss_ma10,dqn_q_mean_ma10,dqn_target_q_mean_ma10,trade_policy_loss_ma10,trade_value_loss_ma10,trade_entropy_ma10,tom_loss_ma10,epsilon_ma10,trade_propose_rate,trade_accept_rate,trade_reject_rate,trade_counter_rate,trade_skip_rate
140,130,84,0.6595,14956,0.014,0.0094,0.001,-0.0021,26,9,16,16,17,0.019,0.1449,0.1378,8575.4899,0.5098,2.1086,2.1098,0.0082,-0.0023699999999999997,0.01883,0.14101000000000002,0.14221999999999999,809490.56477,0.66957,1.4733100000000001,1.9900099999999998,0.6704600000000001,0.30952380952380953,0.10714285714285714,0.19047619047619047,0.19047619047619047,0.20238095238095238
141,135,82,0.6571,15091,0.0209,0.0103,0.0027,-0.002,22,15,5,22,18,0.0208,0.159,0.1771,3547550.4375,0.5652,2.0469,1.9468,0.0102,-0.0015,0.019190000000000002,0.14274,0.14726,1059151.23534,0.6767299999999999,1.5902,1.8406599999999997,0.66803,0.2682926829268293,0.18292682926829268,0.06097560975609756,0.2682926829268293,0.21951219512195122
142,126,96,0.6547,15217,0.0085,0.0106,0.0015,-0.002,28,17,11,34,6,0.0184,0.1319,0.1264,13523301.25,0.9817,1.8551,1.7098,0.01089,-0.0006000000000000001,0.01782,0.14229,0.14215000000000003,2405955.5219099997,0.71605,1.67801,1.84896,0.6656,0.2916666666666667,0.17708333333333334,0.11458333333333333,0.3541666666666667,0.0625
143,82,150,0.6522,15299,0.0673,0.0132,-0.0039,-0.0023,20,11,4,112,3,0.0226,0.1665,0.1548,32605454.2383,6.6621,1.1015,0.9061,0.017230000000000002,-0.0007599999999999999,0.01775,0.14622000000000002,0.14101999999999998,5490691.46449,1.32663,1.62478,1.7436099999999999,0.6631699999999999,0.13333333333333333,0.07333333333333333,0.02666666666666667,0.7466666666666667,0.02
144,42,197,0.6498,15341,0.01,0.013,-0.0051,-0.0026,15,7,5,167,3,0.0211,0.1345,0.1601,2122508640.0,19.7954,0.4968,0.5839,0.017349999999999997,-0.0013399999999999998,0.018340000000000002,0.14426999999999998,0.14475,217256703.26448998,3.25613,1.47439,1.59247,0.66074,0.07614213197969544,0.03553299492385787,0.025380710659898477,0.8477157360406091,0.015228426395939087
145,68,164,0.6474,15409,0.0051,0.0129,-0.0031,-0.0029,21,11,6,124,2,0.0177,0.1276,0.1481,2648577616.0,11.1057,0.7694,1.6611,0.01663,-0.0018099999999999998,0.017679999999999998,0.1409,0.14296,482113178.0759199,4.308339999999999,1.38715,1.55968,0.65831,0.12804878048780488,0.06707317073170732,0.036585365853658534,0.7560975609756098,0.012195121951219513
146,122,95,0.6449,15531,0.0056,0.0125,0.0036,-0.0025,38,31,7,18,1,0.0176,0.1592,0.1313,5667471232.0,5.8938,0.8425,1.4714,0.01663,-0.0012499999999999998,0.01819,0.14715,0.14384,1048859456.2019199,4.797479999999999,1.38208,1.54787,0.65588,0.4,0.3263157894736842,0.07368421052631578,0.18947368421052632,0.010526315789473684
147,126,90,0.6425,15657,0.0072,0.0125,0.0039,-0.0021,36,34,3,15,2,0.0148,0.1169,0.1458,724155776.0,4.1897,0.9284,1.4675,0.01684,-0.00038,0.01792,0.14219,0.14301000000000003,1121272977.6076,5.1163,1.38137,1.55578,0.65345,0.4,0.37777777777777777,0.03333333333333333,0.16666666666666666,0.022222222222222223
148,130,86,0.6401,15787,0.0138,0.0124,0.0055,-0.0015,38,32,5,7,4,0.0182,0.1525,0.1634,1739341056.0,2.8013,0.9613,1.3876,0.01579,0.00058,0.018359999999999998,0.1442,0.1451,1295203688.85485,5.30814,1.31368,1.52942,0.65102,0.4418604651162791,0.37209302325581395,0.05813953488372093,0.08139534883720931,0.046511627906976744
149,137,78,0.6376,15924,0.0259,0.0128,0.0051,-0.001,33,32,2,3,8,0.0168,0.2046,0.1646,1860263392.0,2.0218,0.6059,1.3161,0.017830000000000002,0.00112,0.0187,0.14976,0.15094,1481200259.34157,5.45265,1.1716399999999998,1.45601,0.64858,0.4230769230769231,0.41025641025641024,0.02564102564102564,0.038461538461538464,0.10256410256410256
150,126,91,0.6352,16050,0.0189,0.0133,0.0047,-0.0004,35,25,9,18,4,0.0152,0.1514,0.1476,1104854912.0,1.3998,1.2045,1.6553,0.01832,0.00149,0.01832,0.15041,0.15192,1591684892.99258,5.54165,1.0812300000000001,1.41056,0.64615,0.38461538461538464,0.27472527472527475,0.0989010989010989,0.1978021978021978,0.04395604395604396
151,140,76,0.6328,16190,0.0341,0.0149,0.0034,0.0,32,24,7,8,5,0.0161,0.1482,0.1755,8795933056.0,1.0056,1.2333,1.8494,0.019639999999999998,0.00156,0.017849999999999998,0.14933000000000002,0.15176,2470923443.5488296,5.5856900000000005,0.9998699999999999,1.40082,0.64372,0.42105263157894735,0.3157894736842105,0.09210526315789473,0.10526315789473684,0.06578947368421052
152,127,86,0.6303,16317,0.0124,0.0154,0.0024,0.0005,28,24,5,13,16,0.0269,0.2092,0.1671,6637428608.0,0.8222,1.4911,2.0679,0.02003,0.00165,0.0187,0.15706,0.15583,3133313974.2238297,5.56974,0.96347,1.4366299999999999,0.64128,0.32558139534883723,0.27906976744186046,0.05813953488372093,0.1511627906976744,0.18604651162790697
153,126,87,0.6279,16443,0.0052,0.0155,0.0032,0.0008,34,25,8,13,7,0.0157,0.153,0.1397,43165530624.0,0.8183,1.4125,2.1281,0.013820000000000002,0.00236,0.01801,0.15571,0.15432,7446606491.2,4.98536,0.9945700000000001,1.55883,0.63885,0.39080459770114945,0.28735632183908044,0.09195402298850575,0.14942528735632185,0.08045977011494253
154,126,87,0.6255,16569,0.0135,0.0157,0.0039,0.001,33,21,12,12,9,0.0134,0.1455,0.1494,876387401728.0,0.7624,1.3074,2.2844,0.014169999999999999,0.00326,0.01724,0.15681,0.15325,94873095800.0,3.08206,1.07563,1.7288799999999998,0.63642,0.3793103448275862,0.2413793103448276,0.13793103448275862,0.13793103448275862,0.10344827586206896
155,126,89,0.623,16695,0.0159,0.0159,0.0049,0.0011,35,25,9,14,6,0.02,0.178,0.1664,12930004811776.0,0.8132,1.229,2.2281,0.015250000000000003,0.004059999999999999,0.017470000000000003,0.16185,0.15508,1387608719216.0,2.05281,1.1215899999999999,1.78558,0.63398,0.39325842696629215,0.2808988764044944,0.10112359550561797,0.15730337078651685,0.06741573033707865
156,136,84,0.6206,16831,0.0437,0.0178,0.0034,0.0014,32,20,12,15,5,0.0297,0.1983,0.2056,106997180416.0,0.8886,1.5418,2.1286,0.01906,0.00404,0.01868,0.16576,0.16251,1397741690134.4,1.55229,1.1915200000000001,1.8513000000000002,0.6315500000000001,0.38095238095238093,0.23809523809523808,0.14285714285714285,0.17857142857142858,0.05952380952380952
157,134,80,0.6182,16965,0.0098,0.0181,0.0021,0.0017,27,16,11,12,14,0.0177,0.1479,0.1361,1593855264.0,0.7577,1.5582,1.9738,0.01932,0.0038599999999999997,0.01897,0.16885999999999998,0.16154,1397828660083.2,1.2090900000000002,1.2545,1.9019300000000001,0.62912,0.3375,0.2,0.1375,0.15,0.175
158,127,86,0.6157,17092,0.0125,0.0175,0.0038,0.0021,31,15,14,12,14,0.0179,0.1726,0.1694,6579834.75,0.7474,1.5505,1.8313,0.019190000000000002,0.0036899999999999997,0.018940000000000002,0.17087000000000002,0.16214,1397655383961.075,1.0036999999999998,1.3134200000000003,1.9463000000000001,0.62668,0.36046511627906974,0.1744186046511628,0.16279069767441862,0.13953488372093023,0.16279069767441862
159,134,80,0.6133,17226,0.0126,0.0178,0.0015,0.0022,26,15,11,14,14,0.029,0.189,0.167,279136.8594,0.629,1.691,1.8633,0.017859999999999997,0.0033299999999999996,0.02016,0.16931000000000002,0.16238000000000002,1397469385535.561,0.86442,1.4219300000000001,2.0010199999999996,0.62425,0.325,0.1875,0.1375,0.175,0.175
160,135,78,0.6109,17361,0.0453,0.0194,0.0009,0.0022,21,13,6,18,20,0.0184,0.1927,0.1718,631497.7188,0.5006,1.9871,2.0192,0.020499999999999997,0.00295,0.02048,0.17343999999999998,0.1648,1397358963194.1328,0.7745,1.50019,2.0374100000000004,0.6218199999999999,0.2692307692307692,0.16666666666666666,0.07692307692307693,0.23076923076923078,0.2564102564102564
161,131,85,0.6084,17492,0.0154,0.0191,0.0003,0.0021,24,9,14,19,19,0.026,0.1227,0.1546,1030901.0625,0.5613,2.0071,1.9802,0.01863,0.0026399999999999996,0.02147,0.17089,0.16271,1396479472978.6392,0.73007,1.5775700000000001,2.05049,0.61938,0.2823529411764706,0.10588235294117647,0.16470588235294117,0.2235294117647059,0.2235294117647059
162,107,113,0.606,17599,0.0057,0.019,0.0009,0.0021,30,12,16,52,3,0.0125,0.1928,0.1591,802912.1875,0.7016,1.8862,1.8011,0.01796,0.00249,0.02003,0.16925,0.16191,1395815810409.0579,0.7180099999999999,1.61708,2.02381,0.61695,0.26548672566371684,0.10619469026548672,0.1415929203539823,0.46017699115044247,0.02654867256637168
163,89,140,0.6036,17688,0.0191,0.0166,-0.0016,0.0022,27,4,16,91,2,0.0274,0.1902,0.1723,190349.5592,1.2783,1.1695,1.4655,0.01935,0.00201,0.0212,0.17297,0.16516999999999998,1391499276381.6138,0.7640100000000001,1.59278,1.9575500000000001,0.61452,0.19285714285714287,0.02857142857142857,0.11428571428571428,0.65,0.014285714285714285
164,51,191,0.6012,17739,0.0207,0.0171,-0.0056,0.0022,14,0,6,170,1,0.0192,0.1088,0.1518,2507858.0195,2.8238,0.4209,1.4653,0.02007,0.0010599999999999997,0.02178,0.1693,0.16541,1303860786994.6157,0.97015,1.50413,1.87564,0.61209,0.07329842931937172,0.0,0.031413612565445025,0.8900523560209425,0.005235602094240838
165,3,252,0.5987,17742,-0.0033,0.0167,-0.0077,0.0019,2,0,0,250,0,0.0207,0.1688,0.1763,25428782.6875,2.6402,0.0549,1.0339,0.018150000000000003,-0.0002000000000000001,0.021849999999999998,0.16838000000000003,0.16640000000000002,10862848695.284441,1.1528500000000002,1.38672,1.7562200000000001,0.60966,0.007936507936507936,0.0,0.0,0.9920634920634921,0.0
166,14,238,0.5963,17756,0.0556,0.0192,-0.0077,0.0014,4,0,4,230,0,0.0218,0.1983,0.1657,43596146.875,2.2847,0.8393,1.0148,0.01934,-0.00131,0.021060000000000002,0.16838,0.16241,167490268.37194,1.29246,1.31647,1.6448399999999999,0.60723,0.01680672268907563,0.0,0.01680672268907563,0.9663865546218487,0.0
167,132,84,0.5939,17888,0.0193,0.0198,0.0012,0.0012,37,0,39,6,2,0.0134,0.1298,0.1405,45705342.0,2.6297,0.5456,1.9968,0.02029,-0.0014000000000000002,0.02063,0.16657000000000002,0.16285,12675276.17194,1.47966,1.2152100000000001,1.6471399999999998,0.6048,0.44047619047619047,0.0,0.4642857142857143,0.07142857142857142,0.023809523809523808
168,128,86,0.5914,18016,0.0135,0.0198,0.0013,0.001,41,1,42,2,0,0.0161,0.1393,0.1216,2989292.0625,2.9098,0.3143,1.9889,0.02039,-0.00165,0.02045,0.16324,0.15807,12316221.90319,1.6959,1.0915899999999998,1.6628999999999998,0.60237,0.47674418604651164,0.011627906976744186,0.4883720930232558,0.023255813953488372,0.0
169,131,83,0.589,18147,0.0321,0.0201,0.0013,0.0008,40,0,38,2,3,0.0411,0.1784,0.2057,537350.7344,1.8165,0.5299,1.8274,0.02234,-0.00167,0.02166,0.16218,0.16194,12342043.290690001,1.8146500000000003,0.9754799999999999,1.65931,0.59994,0.4819277108433735,0.0,0.4578313253012048,0.024096385542168676,0.03614457831325301
170,120,94,0.5866,18267,0.0072,0.0195,0.001,0.0006,38,1,39,15,1,0.037,0.1754,0.1979,4459743.5625,0.872,1.1902,1.8328,0.018529999999999998,-0.0016600000000000005,0.02352,0.16045,0.16455,12724867.875060001,1.85179,0.8957899999999999,1.6406699999999996,0.59751,0.40425531914893614,0.010638297872340425,0.4148936170212766,0.1595744680851064,0.010638297872340425
171,132,85,0.5841,18399,0.0331,0.0195,0.0012,0.0005,36,6,30,10,3,0.0195,0.1009,0.118,8233066.5,0.585,1.7036,1.9678,0.020300000000000002,-0.0015700000000000002,0.022869999999999998,0.15827,0.16089,13445084.41881,1.8541599999999998,0.8654400000000001,1.6394299999999997,0.59508,0.4235294117647059,0.07058823529411765,0.35294117647058826,0.11764705882352941,0.03529411764705882
172,135,81,0.5817,18534,0.0354,0.0206,0.0021,0.0005,32,9,23,9,8,0.0158,0.1362,0.1263,3035027.25,0.5192,1.9773,2.0786,0.02327,-0.0014500000000000003,0.023200000000000002,0.15261,0.15761,13668295.92506,1.8359200000000002,0.8745499999999999,1.66718,0.59265,0.3950617283950617,0.1111111111111111,0.2839506172839506,0.1111111111111111,0.09876543209876543
173,136,77,0.5793,18670,0.0457,0.0226,0.0022,0.0005,27,15,11,8,16,0.0208,0.1791,0.1654,3177069.8125,0.4972,2.0694,2.1576,0.025929999999999998,-0.0010700000000000002,0.022539999999999998,0.15150000000000002,0.15692,13966967.950390002,1.7578099999999999,0.9645400000000001,1.73639,0.59022,0.35064935064935066,0.19480519480519481,0.14285714285714285,0.1038961038961039,0.2077922077922078
174,126,84,0.5768,18796,0.0099,0.0225,0.0008,0.0003,27,13,15,10,19,0.0242,0.1503,0.1664,6611619.875,0.4986,2.0615,2.1555,0.02485,-0.0004300000000000001,0.023039999999999998,0.15565,0.15838000000000002,14377344.13594,1.52529,1.1286,1.8054099999999997,0.5877800000000001,0.32142857142857145,0.15476190476190477,0.17857142857142858,0.11904761904761904,0.2261904761904762
175,131,79,0.5744,18927,0.013,0.0223,-0.0002,0.0001,22,11,11,13,22,0.0124,0.162,0.1319,1680948.7188,0.5312,2.0012,2.0982,0.026480000000000004,0.0003199999999999999,0.02221,0.15497,0.15394,12002560.73907,1.31439,1.3232300000000001,1.9118400000000002,0.58535,0.27848101265822783,0.13924050632911392,0.13924050632911392,0.16455696202531644,0.27848101265822783
176,127,87,0.572,19054,0.0072,0.0205,0.0032,0.0,33,25,8,9,12,0.0207,0.1414,0.1288,80258.873,0.59,1.7865,1.9425,0.02164,0.00141,0.0221,0.14928000000000002,0.15025,7650971.93887,1.14492,1.4179499999999998,2.00461,0.58292,0.3793103448275862,0.28735632183908044,0.09195402298850575,0.10344827586206896,0.13793103448275862
177,131,84,0.5695,19185,0.0501,0.0225,0.0033,0.0001,35,27,7,11,4,0.023,0.1255,0.1688,1993535.3516,0.7925,1.5726,1.7197,0.02472,0.00162,0.02306,0.14884999999999998,0.15308,3279791.27403,0.9612,1.52065,1.9768999999999999,0.58048,0.4166666666666667,0.32142857142857145,0.08333333333333333,0.13095238095238096,0.047619047619047616
178,116,100,0.5671,19301,0.0164,0.0227,0.0043,0.0001,41,37,2,19,1,0.0149,0.194,0.1545,2932695.0,1.2439,1.3651,1.3589,0.025009999999999998,0.0019200000000000003,0.02294,0.15431999999999998,0.15636999999999998,3274131.56778,0.7946099999999999,1.6257300000000001,1.9139,0.57805,0.41,0.37,0.02,0.19,0.01
179,109,109,0.5647,19410,0.0154,0.0228,0.0023,0.0002,36,34,2,37,0,0.0216,0.1751,0.1694,11565107.25,1.4306,1.5839,1.4791,0.02334,0.00202,0.02099,0.15399000000000002,0.15274,4376907.219339999,0.75602,1.7311299999999998,1.87907,0.57562,0.3302752293577982,0.3119266055045872,0.01834862385321101,0.3394495412844037,0.0
180,88,135,0.5622,19498,0.0149,0.0213,0.0003,0.0001,31,18,4,82,0,0.0207,0.1545,0.1807,2895516.6836,2.2412,1.3201,1.695,0.02411,0.00195,0.01936,0.1519,0.15102,4220484.53145,0.89294,1.74412,1.8652900000000003,0.57318,0.22962962962962963,0.13333333333333333,0.02962962962962963,0.6074074074074074,0.0
181,50,189,0.5598,19548,0.0216,0.0216,-0.0048,-0.0001,19,5,5,159,1,0.0265,0.1862,0.1707,295579.877,1.7072,1.3774,1.1678,0.02296,0.00135,0.02006,0.16043000000000002,0.15628999999999998,3426735.86915,1.00516,1.7114999999999998,1.7852900000000003,0.57075,0.10052910052910052,0.026455026455026454,0.026455026455026454,0.8412698412698413,0.005291005291005291
182,43,200,0.5574,19591,0.0387,0.0233,-0.0066,-0.0005,12,3,10,173,2,0.0175,0.1761,0.1567,32552.28,1.9576,1.1632,1.4091,0.023289999999999998,0.0004800000000000001,0.02023,0.16441999999999998,0.15933,3126488.3721499997,1.1489999999999998,1.6300899999999998,1.71834,0.56832,0.06,0.015,0.05,0.865,0.01
183,39,204,0.5549,19630,0.0244,0.0236,-0.0065,-0.0007,12,5,6,180,1,0.0244,0.1356,0.174,136617.4141,1.9252,0.8983,1.274,0.02116,-0.00038999999999999983,0.020590000000000004,0.16007,0.16019,2822443.1323100002,1.2917999999999998,1.51298,1.6299800000000002,0.56588,0.058823529411764705,0.024509803921568627,0.029411764705882353,0.8823529411764706,0.004901960784313725
184,59,178,0.5525,19689,0.0189,0.0235,-0.0059,-0.0008,14,5,10,146,3,0.0239,0.1759,0.1617,61878.708,1.2766,1.1297,1.1891,0.02206,-0.0010599999999999997,0.020560000000000002,0.16263,0.15972,2167469.01561,1.3696,1.4198,1.5333400000000001,0.5634499999999999,0.07865168539325842,0.028089887640449437,0.056179775280898875,0.8202247191011236,0.016853932584269662
185,43,199,0.5501,19732,-0.0001,0.0236,-0.0063,-0.0007,14,3,8,173,1,0.0199,0.1588,0.145,42226.4805,1.0858,0.9701,1.4238,0.020749999999999998,-0.00167,0.02131,0.16231,0.16103,2003596.7917799999,1.42506,1.31669,1.4659,0.56102,0.07035175879396985,0.01507537688442211,0.04020100502512563,0.8693467336683417,0.005025125628140704
186,33,216,0.5476,19765,0.1334,0.0275,-0.0074,-0.0007,6,2,2,205,1,0.0299,0.1326,0.1693,84635746.5,0.9219,1.1269,1.5041,0.03337,-0.00273,0.02223,0.16143,0.16508,10459145.55448,1.45825,1.2507300000000001,1.4220599999999999,0.55858,0.027777777777777776,0.009259259259259259,0.009259259259259259,0.9490740740740741,0.004629629629629629
187,40,201,0.5452,19805,0.0013,0.0266,-0.0064,-0.001,11,6,5,177,2,0.0202,0.1628,0.1492,38713415.5,0.6421,1.8462,1.8018,0.028489999999999998,-0.0036999999999999997,0.02195,0.16516,0.16312,14131133.569319999,1.44321,1.2780900000000002,1.43027,0.55615,0.05472636815920398,0.029850746268656716,0.024875621890547265,0.8805970149253731,0.009950248756218905
188,112,105,0.5428,19917,0.0125,0.0266,0.0011,-0.001,31,14,17,35,8,0.0101,0.142,0.1408,2783945.375,0.5353,2.0818,2.0191,0.028099999999999997,-0.00402,0.02147,0.15996000000000002,0.16175,14116258.606819998,1.37235,1.34976,1.49629,0.55372,0.29523809523809524,0.13333333333333333,0.1619047619047619,0.3333333333333333,0.0761904761904762
189,124,88,0.5404,20041,0.0097,0.0254,0.0017,-0.001,27,14,12,19,16,0.0197,0.1156,0.1436,7747571.625,0.4998,2.1221,2.1485,0.02753,-0.004079999999999999,0.02128,0.15401,0.15917,13734505.044319998,1.27927,1.4035799999999998,1.5632300000000001,0.5512900000000001,0.3068181818181818,0.1590909090909091,0.13636363636363635,0.2159090909090909,0.18181818181818182
190,121,91,0.5379,20162,0.0111,0.0256,0.0003,-0.0011,26,12,14,20,19,0.0144,0.1857,0.1622,2477102.5625,0.496,2.1247,2.1853,0.027149999999999997,-0.00408,0.020649999999999998,0.15713,0.15732,13692663.632210001,1.1047500000000001,1.4840399999999998,1.6122599999999998,0.54886,0.2857142857142857,0.13186813186813187,0.15384615384615385,0.21978021978021978,0.2087912087912088
191,129,83,0.5355,20291,0.0175,0.0249,0.0015,-0.001,28,12,17,10,16,0.0264,0.1739,0.1821,6083120.625,0.4962,2.1121,2.1666,0.026739999999999996,-0.0034500000000000004,0.02064,0.15589999999999998,0.15846,14271417.707010001,0.9836500000000001,1.55751,1.7121400000000002,0.54643,0.3373493975903614,0.14457831325301204,0.20481927710843373,0.12048192771084337,0.1927710843373494
192,130,83,0.5331,20421,0.0182,0.024,0.0007,-0.0011,24,11,12,16,20,0.0142,0.1198,0.1431,4771335.875,0.4966,2.1071,2.167,0.024689999999999997,-0.00272,0.02031,0.15027000000000001,0.15710000000000002,14745296.066510001,0.83755,1.6519,1.78793,0.5439999999999999,0.2891566265060241,0.13253012048192772,0.14457831325301204,0.1927710843373494,0.24096385542168675
193,132,81,0.5306,20553,0.0069,0.0221,0.0001,-0.0012,25,10,15,14,17,0.0244,0.1516,0.1444,7918895.625,0.4972,2.1005,2.1537,0.022939999999999995,-0.00206,0.02031,0.15187,0.15414,15523523.8876,0.69475,1.77212,1.8759000000000001,0.5415699999999999,0.30864197530864196,0.12345679012345678,0.18518518518518517,0.1728395061728395,0.20987654320987653
194,126,86,0.5282,20679,0.0084,0.022,0.0013,-0.0012,27,13,14,16,16,0.0232,0.1396,0.1531,17435268.5,0.4993,2.107,2.1344,0.02189,-0.0013399999999999998,0.02024,0.14823999999999998,0.15328,17260862.866800003,0.6170199999999999,1.86985,1.97043,0.53914,0.313953488372093,0.1511627906976744,0.16279069767441862,0.18604651162790697,0.18604651162790697
195,130,86,0.5258,20809,0.045,0.0236,0.0019,-0.0011,26,12,10,23,15,0.0184,0.1516,0.135,14617219.5,0.5038,2.119,2.1119,0.0264,-0.00052,0.02009,0.14752,0.15228,18718362.16875,0.55882,1.98474,2.03924,0.53671,0.3023255813953488,0.13953488372093023,0.11627906976744186,0.26744186046511625,0.1744186046511628
196,125,87,0.5233,20934,0.0201,0.0242,-0.0002,-0.0013,20,12,8,24,23,0.019,0.1639,0.1736,17768313.0,0.522,2.036,2.0287,0.01507,0.00020000000000000004,0.019,0.15065,0.15270999999999998,12031618.81875,0.51883,2.07565,2.0917000000000003,0.53428,0.22988505747126436,0.13793103448275862,0.09195402298850575,0.27586206896551724,0.26436781609195403
197,134,83,0.5209,21068,0.034,0.0234,0.0011,-0.0014,24,20,5,20,14,0.0201,0.1374,0.1535,15812374.25,0.5166,1.9971,1.9363,0.018340000000000002,0.0009500000000000001,0.01899,0.14811000000000002,0.15314,9741514.69375,0.50628,2.09074,2.10515,0.5318499999999999,0.2891566265060241,0.24096385542168675,0.060240963855421686,0.24096385542168675,0.1686746987951807
198,121,92,0.5185,21189,0.0053,0.0229,0.0005,-0.0016,27,21,4,24,16,0.0249,0.1953,0.1586,4223281.875,0.5287,1.9137,1.8615,0.01762,0.0008900000000000002,0.02047,0.15344000000000002,0.15492,9885448.34375,0.5056200000000001,2.07393,2.08939,0.52942,0.29347826086956524,0.22826086956521738,0.043478260869565216,0.2608695652173913,0.17391304347826086
199,118,102,0.516,21307,0.0476,0.0245,0.0001,-0.0017,27,23,3,41,8,0.0085,0.0921,0.1154,6954789.125,0.6204,1.5525,1.5991,0.021410000000000002,0.0007300000000000001,0.01935,0.15109,0.15209999999999999,9806170.09375,0.51768,2.0169699999999997,2.03445,0.52698,0.2647058823529412,0.22549019607843138,0.029411764705882353,0.4019607843137255,0.0784313725490196
