update,gameplay_rollouts,trade_rollouts,epsilon,replay_size,gameplay_reward,gameplay_reward_avg_logged,trade_reward,trade_reward_avg_logged,trade_propose,trade_accept,trade_reject,trade_counter,trade_skip,dqn_td_loss,dqn_q_mean,dqn_target_q_mean,trade_policy_loss,trade_value_loss,trade_entropy,tom_loss,gameplay_reward_ma10,trade_reward_ma10,dqn_td_loss_ma10,dqn_q_mean_ma10,dqn_target_q_mean_ma10,trade_policy_loss_ma10,trade_value_loss_ma10,trade_entropy_ma10,tom_loss_ma10,epsilon_ma10,trade_propose_rate,trade_accept_rate,trade_reject_rate,trade_counter_rate,trade_skip_rate
66,119,94,0.8395,8514,0.0188,0.022,0.0037,0.0036,42,38,2,10,2,0.0168,0.1613,0.1626,15630544.0,0.5231,0.9644,1.7407,0.02395,0.0016,0.02043,0.15258,0.14668,10962837.49688,0.50895,1.63963,2.0856399999999997,0.85043,0.44680851063829785,0.40425531914893614,0.02127659574468085,0.10638297872340426,0.02127659574468085
67,123,90,0.8371,8637,0.0249,0.0227,0.0064,0.0036,43,45,0,2,0,0.0143,0.0852,0.1041,26826350.5,0.5487,0.7707,1.5678,0.02255,0.00183,0.019459999999999998,0.14618,0.14182999999999998,13404446.37188,0.5134700000000001,1.54523,2.02361,0.8480000000000001,0.4777777777777778,0.5,0.0,0.022222222222222223,0.0
68,119,93,0.8346,8756,0.0148,0.0223,0.0047,0.0036,43,41,0,9,0,0.0222,0.1278,0.1566,65966300.0,0.5707,0.7744,1.4958,0.02175,0.0021999999999999997,0.01898,0.13957,0.14245000000000002,19534715.95938,0.52079,1.4220300000000001,1.95103,0.84557,0.46236559139784944,0.44086021505376344,0.0,0.0967741935483871,0.0
69,92,132,0.8322,8848,0.0091,0.0216,0.001,0.0034,32,29,0,71,0,0.0153,0.1511,0.134,44397622.1982,0.4257,0.8099,1.7536,0.02186,0.00225,0.01913,0.13557999999999998,0.14001999999999998,23520575.3167,0.51353,1.31053,1.9052,0.84314,0.24242424242424243,0.2196969696969697,0.0,0.5378787878787878,0.0
70,57,180,0.8298,8905,0.0166,0.0219,-0.0029,0.0029,21,6,0,153,0,0.0279,0.169,0.1452,122668399.0,0.4885,0.7429,1.6456,0.01985,0.0017100000000000001,0.01928,0.14032,0.1412,35377967.7792,0.51124,1.20154,1.8520600000000003,0.84071,0.11666666666666667,0.03333333333333333,0.0,0.85,0.0
71,38,204,0.8273,8943,0.0018,0.0212,-0.0049,0.0024,13,4,0,187,0,0.0229,0.1476,0.1482,91991845.0,0.573,0.8023,1.5713,0.01642,0.0011100000000000003,0.019,0.14436,0.13981,42936026.8792,0.51688,1.1185300000000002,1.7939700000000003,0.8382799999999999,0.06372549019607843,0.0196078431372549,0.0,0.9166666666666666,0.0
72,61,175,0.8249,9004,0.0064,0.0202,-0.0031,0.0019,19,6,0,150,0,0.0198,0.1065,0.1697,217113.6543,0.5553,0.8826,1.8311,0.014669999999999999,0.0006200000000000001,0.019090000000000003,0.14102,0.14304,42893510.21025,0.51979,1.0467,1.7653400000000001,0.83585,0.10857142857142857,0.03428571428571429,0.0,0.8571428571428571,0.0
73,24,225,0.8225,9028,0.0311,0.0198,-0.0066,0.0013,9,1,0,215,0,0.0137,0.1728,0.1616,130275.3945,0.5741,0.852,1.6693,0.01609,-6.999999999999983e-05,0.01875,0.14398,0.14545999999999998,39011903.0497,0.5262499999999999,0.9730599999999999,1.72557,0.8334199999999999,0.04,0.0044444444444444444,0.0,0.9555555555555556,0.0
74,16,235,0.82,9044,-0.0047,0.0182,-0.007,0.0006,5,2,0,228,0,0.0235,0.2082,0.2047,9301638.9375,0.5806,0.3653,1.6616,0.013059999999999999,-0.0007499999999999999,0.01916,0.14796,0.15184999999999998,38748369.91845,0.53473,0.8426300000000001,1.6887699999999999,0.83098,0.02127659574468085,0.00851063829787234,0.0,0.9702127659574468,0.0
75,22,227,0.8176,9066,0.0305,0.0192,-0.0069,0.0,7,2,0,218,0,0.0173,0.1194,0.1296,23818478.0,0.5559,0.2572,1.307,0.014930000000000002,-0.00156,0.019370000000000002,0.14489,0.15163,40094856.66845,0.53956,0.72217,1.62438,0.8285499999999999,0.030837004405286344,0.00881057268722467,0.0,0.960352422907489,0.0
76,54,183,0.8152,9120,0.0226,0.0196,-0.005,-0.0004,17,15,0,149,2,0.0197,0.1234,0.1492,17039363.5615,0.5233,0.9772,1.8344,0.015309999999999999,-0.00243,0.01966,0.14109999999999998,0.15028999999999998,40235738.6246,0.5395800000000001,0.7234499999999999,1.6337499999999998,0.8261200000000001,0.09289617486338798,0.08196721311475409,0.0,0.8142076502732241,0.01092896174863388
77,97,126,0.8127,9217,0.0167,0.0185,0.0005,-0.0006,29,29,2,65,1,0.0199,0.1386,0.1365,5927166.125,0.5069,1.5358,1.9599,0.014489999999999998,-0.0030199999999999997,0.02022,0.14644,0.15353,38145820.1871,0.5354,0.79996,1.6729599999999998,0.8236800000000001,0.23015873015873015,0.23015873015873015,0.015873015873015872,0.5158730158730159,0.007936507936507936
78,97,126,0.8103,9314,0.0169,0.0182,0.0017,-0.0006,29,18,4,70,5,0.0153,0.1392,0.142,11041859.5,0.5031,1.7075,1.9962,0.014700000000000001,-0.00332,0.01953,0.14758,0.15206999999999998,32653376.1371,0.52864,0.89327,1.723,0.82125,0.23015873015873015,0.14285714285714285,0.031746031746031744,0.5555555555555556,0.03968253968253968
79,97,126,0.8079,9411,0.0228,0.019,-0.0001,-0.0006,32,24,4,64,2,0.0127,0.1251,0.1334,13934395.0,0.5017,1.7003,1.9829,0.01607,-0.0034300000000000003,0.01927,0.14498,0.15201,29607053.41728,0.53624,0.98231,1.74593,0.81882,0.25396825396825395,0.19047619047619047,0.031746031746031744,0.5079365079365079,0.015873015873015872
80,135,84,0.8054,9546,0.0753,0.0209,0.0014,-0.0006,27,23,5,23,6,0.0205,0.1244,0.1334,11548578.75,0.4868,1.659,1.9933,0.02194,-0.003,0.01853,0.14052,0.15083,18495071.39228,0.53607,1.07392,1.7807,0.81638,0.32142857142857145,0.27380952380952384,0.05952380952380952,0.27380952380952384,0.07142857142857142
81,114,102,0.803,9660,0.0084,0.0195,-0.0002,-0.0007,37,32,4,26,3,0.0153,0.1183,0.1211,5292652.875,0.4967,1.4166,1.9286,0.022600000000000002,-0.00253,0.01777,0.13759000000000002,0.14811999999999997,9825152.17978,0.52844,1.13535,1.8164299999999998,0.81395,0.3627450980392157,0.3137254901960784,0.0392156862745098,0.2549019607843137,0.029411764705882353
82,92,132,0.8006,9752,0.0268,0.0197,-0.0006,-0.0008,31,30,0,69,2,0.0196,0.1555,0.1417,6614548.4793,0.5745,1.0337,1.6845,0.024640000000000002,-0.00228,0.01775,0.14249,0.14531999999999998,10464895.662279999,0.5303599999999999,1.15046,1.80177,0.81152,0.23484848484848486,0.22727272727272727,0.0,0.5227272727272727,0.015151515151515152
83,109,115,0.7981,9861,0.0581,0.0217,0.0004,-0.0008,32,31,1,51,0,0.0153,0.1335,0.132,34646156.0,0.4982,1.1165,1.303,0.027340000000000003,-0.0015799999999999998,0.017910000000000002,0.13856,0.14236,13916483.722829998,0.5227700000000001,1.17691,1.76514,0.80908,0.2782608695652174,0.26956521739130435,0.008695652173913044,0.4434782608695652,0.0
84,98,123,0.7957,9959,0.0034,0.0206,-0.0009,-0.0009,34,33,0,56,0,0.0174,0.1253,0.1551,5250915.25,0.5013,1.2192,1.2014,0.028149999999999998,-0.00097,0.017300000000000003,0.13027,0.1374,13511411.354079997,0.51484,1.2623000000000002,1.7191199999999998,0.80665,0.2764227642276423,0.2682926829268293,0.0,0.45528455284552843,0.0
85,108,107,0.7933,10067,0.0074,0.0204,0.0013,-0.0009,38,35,1,31,2,0.0199,0.1469,0.1578,878549.125,0.4962,1.1169,1.1372,0.025840000000000002,-0.00014999999999999993,0.01756,0.13302,0.14021999999999998,11217418.46658,0.5088699999999999,1.3482699999999999,1.70214,0.8042199999999999,0.35514018691588783,0.32710280373831774,0.009345794392523364,0.2897196261682243,0.018691588785046728
86,104,115,0.7908,10171,0.0093,0.0199,0.0011,-0.001,33,32,0,45,5,0.0119,0.1493,0.1301,12295585.5,0.4966,1.221,1.4567,0.02451,0.00046000000000000007,0.01678,0.13561,0.13831,10743040.66043,0.5062,1.37265,1.6643700000000003,0.8017799999999999,0.28695652173913044,0.2782608695652174,0.0,0.391304347826087,0.043478260869565216
87,96,126,0.7884,10267,0.01,0.0192,0.0007,-0.0013,31,28,0,63,4,0.0145,0.1564,0.1382,7236512.625,0.4991,1.3176,1.3064,0.02384,0.0004800000000000001,0.01624,0.13739,0.13848,10873975.31043,0.50542,1.35083,1.5990199999999999,0.79935,0.24603174603174602,0.2222222222222222,0.0,0.5,0.031746031746031744
88,95,125,0.786,10362,0.0212,0.0195,-0.0003,-0.0015,34,30,0,60,1,0.0241,0.1152,0.1608,34394.0352,0.4953,1.0851,1.4357,0.024270000000000003,0.0002800000000000001,0.01712,0.13499,0.14035999999999998,9773228.76395,0.50464,1.28859,1.54297,0.79692,0.272,0.24,0.0,0.48,0.008
89,101,121,0.7836,10463,0.0139,0.0197,0.0017,-0.0015,35,28,0,58,0,0.0205,0.13,0.1445,17752863.25,0.4963,0.6436,2.0894,0.02338,0.00046000000000000007,0.017900000000000003,0.13548,0.14146999999999998,10155075.588949999,0.5041,1.18292,1.55362,0.79449,0.2892561983471074,0.23140495867768596,0.0,0.4793388429752066,0.0
90,82,146,0.7811,10545,0.017,0.0197,0.0002,-0.0013,28,15,0,103,0,0.0232,0.187,0.1495,15263069.5019,0.5415,0.1658,4.0837,0.01755,0.00034,0.018170000000000002,0.14174,0.14308,10526524.66414,0.50957,1.0336,1.76266,0.79206,0.1917808219178082,0.10273972602739725,0.0,0.7054794520547946,0.0
91,27,220,0.7787,10572,0.0028,0.0198,-0.0059,-0.0014,10,1,0,209,0,0.0256,0.1624,0.1271,187030104.0,0.5436,0.0447,3.5078,0.016989999999999998,-0.00022999999999999995,0.019200000000000002,0.14615,0.14368,28700269.776639998,0.5142599999999999,0.89641,1.92058,0.78963,0.045454545454545456,0.004545454545454545,0.0,0.95,0.0
92,3,252,0.7763,10575,-0.005,0.0192,-0.0079,-0.0016,1,0,0,251,0,0.0239,0.1179,0.1478,167155918.0,0.565,0.2848,1.9585,0.01381,-0.0009600000000000001,0.01963,0.14239,0.14429,44754406.728709996,0.5133099999999999,0.8215200000000001,1.94798,0.7872,0.003968253968253968,0.0,0.0,0.996031746031746,0.0
93,11,241,0.7738,10586,0.0027,0.0178,-0.0073,-0.0017,4,2,0,235,0,0.0172,0.1385,0.1176,61269121.5,0.603,0.6537,1.6795,0.008270000000000001,-0.00173,0.019819999999999997,0.14289000000000002,0.14284999999999998,47416703.27870999,0.52379,0.7752399999999999,1.98563,0.78477,0.016597510373443983,0.008298755186721992,0.0,0.975103734439834,0.0
94,10,242,0.7714,10596,0.004,0.0182,-0.0073,-0.0017,4,0,0,238,0,0.0208,0.1849,0.1303,54887889.5,0.6105,0.7036,1.6563,0.00833,-0.00237,0.02016,0.14885,0.14037,52380400.70371,0.53471,0.7236800000000001,2.03112,0.7823399999999999,0.01652892561983471,0.0,0.0,0.9834710743801653,0.0
95,0,256,0.769,10596,0.0,0.0167,-0.008,-0.0017,0,0,0,256,0,0.0209,0.1335,0.1586,86502571.0,0.5896,0.7426,1.517,0.0075899999999999995,-0.0033,0.02026,0.14751,0.14045,60942802.89121,0.54405,0.68625,2.0690999999999997,0.77991,0.0,0.0,0.0,1.0,0.0
96,19,231,0.7665,10615,0.0288,0.017,-0.0074,-0.0018,6,5,0,220,0,0.0267,0.1592,0.1683,58018802.5,0.5932,0.8012,1.6873,0.00954,-0.004149999999999999,0.021740000000000002,0.14850000000000002,0.14426999999999998,65515124.59120999,0.55371,0.64427,2.09216,0.77748,0.025974025974025976,0.021645021645021644,0.0,0.9523809523809523,0.0
97,55,180,0.7641,10670,0.009,0.0166,-0.0033,-0.002,21,15,0,144,0,0.0259,0.1639,0.1523,29314964.75,0.7144,0.494,1.3458,0.00944,-0.00455,0.02288,0.14925,0.14567999999999998,67722969.80371,0.57524,0.5619099999999999,2.0961,0.77505,0.11666666666666667,0.08333333333333333,0.0,0.8,0.0
98,50,189,0.7617,10720,0.0265,0.0171,-0.0043,-0.0023,17,7,0,165,0,0.0179,0.1234,0.1378,44308136.5,0.8497,0.2598,3.0193,0.009969999999999998,-0.00495,0.022260000000000002,0.15006999999999998,0.14338,72150344.05019,0.61068,0.47938000000000003,2.2544600000000004,0.77262,0.08994708994708994,0.037037037037037035,0.0,0.873015873015873,0.0
99,51,189,0.7592,10771,0.0198,0.017,-0.0052,-0.0026,15,7,0,167,0,0.0183,0.1201,0.117,59666337.5,0.8639,0.3956,2.1924,0.01056,-0.005640000000000001,0.022039999999999997,0.14908000000000002,0.14062999999999998,76341691.47519,0.64744,0.45458,2.26476,0.77018,0.07936507936507936,0.037037037037037035,0.0,0.8835978835978836,0.0
100,85,138,0.7568,10856,0.0007,0.0132,-0.0006,-0.0027,32,29,0,77,0,0.0156,0.1611,0.1495,23641400.4739,0.5514,0.9563,1.9054,0.008929999999999999,-0.00572,0.02128,0.14649,0.14062999999999998,77179524.57238999,0.64843,0.5336299999999999,2.04693,0.76775,0.2318840579710145,0.21014492753623187,0.0,0.5579710144927537,0.0
101,114,103,0.7544,10970,0.0039,0.013,0.0027,-0.0025,38,39,0,25,1,0.0118,0.1509,0.1309,14409759.0,0.5228,1.0239,1.2178,0.00904,-0.00486,0.0199,0.14534000000000002,0.14101,59917490.07239,0.64635,0.6315500000000001,1.81793,0.76532,0.36893203883495146,0.3786407766990291,0.0,0.24271844660194175,0.009708737864077669
102,115,101,0.7519,11085,0.0049,0.0119,0.0045,-0.0023,41,37,1,22,0,0.0098,0.0924,0.1003,18967765.0,0.5068,1.1434,1.1634,0.01003,-0.0036200000000000004,0.01849,0.14279,0.13626,45098674.77239,0.6405299999999999,0.71741,1.73842,0.76288,0.40594059405940597,0.36633663366336633,0.009900990099009901,0.21782178217821782,0.0
103,127,89,0.7495,11212,0.0396,0.011,0.0039,-0.0021,32,30,3,18,6,0.01,0.1414,0.128,13548458.25,0.5026,1.6442,1.4982,0.01372,-0.0025,0.01777,0.14308,0.1373,40326608.447390005,0.63049,0.81646,1.7202899999999999,0.76045,0.3595505617977528,0.33707865168539325,0.033707865168539325,0.20224719101123595,0.06741573033707865
104,114,99,0.7471,11326,0.0072,0.0112,0.0008,-0.002,32,23,9,25,10,0.0197,0.176,0.1667,18573890.0,0.4947,1.8577,1.6515,0.01404,-0.00169,0.01766,0.14219,0.14094,36695208.49739,0.61891,0.93187,1.71981,0.75802,0.32323232323232326,0.23232323232323232,0.09090909090909091,0.25252525252525254,0.10101010101010101
105,118,97,0.7446,11444,0.0265,0.0121,0.0005,-0.0021,35,33,2,20,7,0.0182,0.0898,0.1462,10032185.0,0.5008,1.6708,1.5211,0.01669,-0.0008399999999999999,0.01739,0.13782,0.1397,29048169.89739,0.61003,1.02469,1.7202199999999999,0.75558,0.36082474226804123,0.3402061855670103,0.020618556701030927,0.20618556701030927,0.07216494845360824
106,115,101,0.7422,11559,0.0075,0.0121,0.004,-0.0019,37,36,0,25,3,0.0199,0.1344,0.1484,6929945.0,0.5281,1.2198,1.1485,0.01456,0.00030000000000000003,0.01671,0.13534,0.13771,23939284.14739,0.60352,1.06655,1.66634,0.75315,0.36633663366336633,0.3564356435643564,0.0,0.24752475247524752,0.0297029702970297
107,107,111,0.7398,11666,0.0133,0.0122,0.0035,-0.0018,38,39,0,34,0,0.0104,0.1471,0.1223,8006605.125,0.6185,1.0188,1.2172,0.014989999999999998,0.00098,0.015159999999999998,0.13366,0.13471000000000002,21808448.18489,0.5939300000000001,1.11903,1.65348,0.75072,0.34234234234234234,0.35135135135135137,0.0,0.3063063063063063,0.0
108,92,129,0.7373,11758,0.0089,0.0116,0.0032,-0.0016,36,28,0,65,0,0.0168,0.1501,0.1511,115664.9201,0.3531,0.829,1.5135,0.01323,0.00173,0.01505,0.13633,0.13604,17389201.0269,0.54427,1.17595,1.5029,0.7482800000000001,0.27906976744186046,0.21705426356589147,0.0,0.5038759689922481,0.0
109,29,219,0.7349,11787,0.0322,0.0125,-0.0067,-0.002,8,2,0,208,1,0.0131,0.1554,0.1414,251080.8379,2.2738,0.4796,3.6312,0.01447,0.0015800000000000002,0.014530000000000001,0.13986,0.13848,11447675.360690001,0.68526,1.18435,1.6467800000000001,0.74585,0.0365296803652968,0.0091324200913242,0.0,0.9497716894977168,0.0045662100456621
110,20,229,0.7325,11807,-0.003,0.0115,-0.0064,-0.0024,7,0,0,222,0,0.0111,0.1463,0.1258,431672.0859,4.841,0.1425,3.3195,0.014099999999999998,0.0009999999999999998,0.01408,0.13838,0.13611,9126702.52189,1.11422,1.10297,1.7881900000000002,0.7434200000000001,0.03056768558951965,0.0,0.0,0.9694323144104804,0.0
111,35,209,0.73,11842,0.0148,0.0121,-0.0051,-0.0023,12,1,0,196,0,0.0241,0.1344,0.1591,194678.5625,2.9122,0.7921,7.0875,0.01519,0.00021999999999999987,0.015309999999999999,0.13673,0.13893,7705194.478139999,1.35316,1.07979,2.37516,0.74098,0.05741626794258373,0.004784688995215311,0.0,0.937799043062201,0.0
112,80,147,0.7276,11922,0.0095,0.0128,-0.0005,-0.0019,28,17,0,101,1,0.0166,0.1442,0.1382,55142.1675,2.0471,1.0708,3.1147,0.01565,-0.0002800000000000001,0.015989999999999997,0.14191,0.14271999999999999,5813932.19489,1.50719,1.07253,2.57029,0.7385499999999999,0.19047619047619047,0.11564625850340136,0.0,0.6870748299319728,0.006802721088435374
113,108,108,0.7252,12030,0.0186,0.0136,0.0026,-0.0015,36,38,0,34,0,0.016,0.1335,0.1349,97415192.0,2.7367,0.8476,1.3793,0.013549999999999998,-0.0004100000000000001,0.01659,0.14112,0.14340999999999998,14200605.569889998,1.7306000000000001,0.9928699999999999,2.5584,0.73612,0.3333333333333333,0.35185185185185186,0.0,0.3148148148148148,0.0
114,99,124,0.7228,12129,-0.0026,0.0133,0.0016,-0.001,33,25,0,65,1,0.0127,0.1136,0.1183,40512279.0,2.9107,0.7591,1.4476,0.012570000000000001,-0.0003300000000000001,0.015889999999999998,0.13488,0.13857,16394444.469889998,1.9721999999999997,0.88301,2.5380100000000003,0.73369,0.2661290322580645,0.20161290322580644,0.0,0.5241935483870968,0.008064516129032258
115,102,122,0.7203,12231,0.0275,0.0147,0.0023,-0.0005,33,26,0,62,1,0.0106,0.1273,0.1312,3337753.4375,2.7397,0.8167,1.3519,0.012669999999999997,-0.0001500000000000001,0.01513,0.13863,0.13707,15725001.313639998,2.19609,0.7976000000000001,2.52109,0.73126,0.27049180327868855,0.21311475409836064,0.0,0.5081967213114754,0.00819672131147541
116,102,120,0.7179,12333,0.0198,0.0142,0.0013,-0.0001,31,27,0,60,2,0.015,0.1463,0.1475,16411584.75,2.1174,0.9175,1.383,0.0139,-0.0004200000000000001,0.01464,0.13982,0.13698,16673165.288639998,2.35502,0.76737,2.5445400000000005,0.7288300000000001,0.25833333333333336,0.225,0.0,0.5,0.016666666666666666
117,84,143,0.7155,12417,0.025,0.015,-0.0004,0.0001,29,21,0,93,0,0.0188,0.1425,0.1526,14055168.791,0.8039,1.6288,1.5151,0.015069999999999997,-0.0008100000000000002,0.015479999999999999,0.13935999999999998,0.14001,17278021.65524,2.3735600000000003,0.8283699999999999,2.5743300000000002,0.7264,0.20279720279720279,0.14685314685314685,0.0,0.6503496503496503,0.0
118,122,93,0.713,12539,0.0232,0.0149,0.0024,0.0004,30,21,7,23,12,0.0093,0.0996,0.1104,7659568.0,0.5424,2.0327,1.8857,0.016499999999999997,-0.0008900000000000002,0.014729999999999998,0.13431,0.13594,18032411.96323,2.39249,0.9487400000000001,2.6115500000000003,0.72397,0.3225806451612903,0.22580645161290322,0.07526881720430108,0.24731182795698925,0.12903225806451613
119,132,82,0.7106,12671,0.0106,0.0144,0.0013,0.0008,23,14,10,17,18,0.0117,0.1693,0.1266,31063.0801,0.5252,2.0466,1.9635,0.014339999999999997,-9.00000000000002e-05,0.01459,0.1357,0.13445999999999997,18010410.18745,2.2176299999999998,1.1054400000000002,2.44478,0.7215400000000001,0.2804878048780488,0.17073170731707318,0.12195121951219512,0.2073170731707317,0.21951219512195122
120,147,70,0.7082,12818,0.0723,0.018,0.001,0.0008,23,9,15,10,13,0.023,0.1246,0.1047,10659839.5,0.5133,2.1088,2.124,0.02187,0.0006499999999999998,0.01578,0.13353,0.13235,19033226.92886,1.7848600000000001,1.30207,2.32523,0.71911,0.32857142857142857,0.12857142857142856,0.21428571428571427,0.14285714285714285,0.18571428571428572
121,122,89,0.7057,12940,0.0019,0.0179,0.0013,0.0008,27,13,13,16,20,0.0127,0.1496,0.1517,9031011.25,0.5027,2.08,2.0818,0.02058,0.00129,0.01464,0.13505,0.13161,19916860.19761,1.54391,1.4308600000000002,1.8246600000000002,0.71668,0.30337078651685395,0.14606741573033707,0.14606741573033707,0.1797752808988764,0.2247191011235955
122,132,81,0.7033,13072,0.0035,0.0178,0.0017,0.0006,23,15,7,16,20,0.0203,0.1372,0.1485,8689844.25,0.492,2.0876,2.0892,0.01998,0.0015099999999999998,0.01501,0.13435000000000002,0.13264,20780330.40586,1.3884,1.5325400000000002,1.72211,0.71425,0.2839506172839506,0.18518518518518517,0.08641975308641975,0.19753086419753085,0.24691358024691357
123,130,80,0.7009,13202,0.0147,0.0166,0.0005,0.0005,19,14,6,16,25,0.0152,0.1045,0.1092,3572854.625,0.5018,2.039,1.9833,0.01959,0.0013,0.014929999999999999,0.13145,0.13007,11396096.668359999,1.1649100000000001,1.65168,1.7825099999999998,0.71182,0.2375,0.175,0.075,0.2,0.3125
124,123,90,0.6984,13325,0.0146,0.0169,0.0024,0.0005,31,22,6,18,13,0.0219,0.1695,0.1653,1242992.0,0.5264,1.9535,1.7922,0.021310000000000003,0.00138,0.01585,0.13704,0.13477,7469167.968359999,0.9264800000000001,1.7711200000000002,1.81697,0.70938,0.34444444444444444,0.24444444444444444,0.06666666666666667,0.2,0.14444444444444443
125,124,87,0.696,13449,0.0069,0.016,0.0023,0.0006,28,26,4,13,16,0.0129,0.1148,0.1288,23585.8105,0.5553,1.7524,1.6657,0.01925,0.00138,0.01608,0.13579000000000002,0.13452999999999998,7137751.20566,0.7080399999999999,1.86469,1.84835,0.70695,0.3218390804597701,0.2988505747126437,0.04597701149425287,0.14942528735632185,0.1839080459770115
126,119,98,0.6936,13568,0.0143,0.0163,-0.0036,0.0003,11,7,2,50,28,0.009,0.1315,0.1194,107682.5293,0.566,1.1843,1.6876,0.0187,0.00089,0.015479999999999999,0.13430999999999998,0.13172,5507360.98359,0.5529,1.8913699999999998,1.87881,0.7045199999999999,0.11224489795918367,0.07142857142857142,0.02040816326530612,0.5102040816326531,0.2857142857142857
127,101,118,0.6911,13669,0.0075,0.016,-0.0057,-0.0002,3,3,0,77,35,0.0288,0.1592,0.1499,13120164.0,0.5223,0.6307,2.0325,0.01695,0.0003599999999999999,0.01648,0.13598000000000002,0.13145,5413860.50449,0.52474,1.79156,1.9305499999999998,0.70208,0.025423728813559324,0.025423728813559324,0.0,0.652542372881356,0.2966101694915254
128,110,112,0.6887,13779,0.0139,0.0163,-0.0063,-0.0007,2,2,0,75,33,0.0191,0.1276,0.1467,6846983.75,0.5855,0.5601,4.118,0.01602,-0.00051,0.01746,0.13878,0.13508,5332602.07949,0.52905,1.6442999999999999,2.15378,0.69965,0.017857142857142856,0.017857142857142856,0.0,0.6696428571428571,0.29464285714285715
129,78,151,0.6863,13857,0.0194,0.0156,-0.0055,-0.0006,7,3,0,121,20,0.0188,0.1065,0.1413,10490119.5791,0.6085,1.0619,2.0069,0.016900000000000002,-0.00119,0.01817,0.1325,0.13655,6378507.72939,0.53738,1.54583,2.15812,0.69722,0.046357615894039736,0.019867549668874173,0.0,0.8013245033112583,0.13245033112582782
130,96,128,0.6838,13953,0.0093,0.0162,-0.0055,-0.0006,7,4,1,91,25,0.0171,0.1644,0.1473,6042714.25,0.5414,1.266,3.3411,0.0106,-0.00184,0.01758,0.13648,0.14081000000000002,5916795.20439,0.5401900000000001,1.46155,2.27983,0.69478,0.0546875,0.03125,0.0078125,0.7109375,0.1953125
131,90,135,0.6814,14043,0.0009,0.0155,-0.006,-0.0006,5,2,1,101,26,0.0172,0.1417,0.1267,1050943.7318,0.4936,0.878,3.4403,0.010499999999999999,-0.0025700000000000002,0.018029999999999997,0.13569,0.13831000000000002,5118788.45257,0.53928,1.3413499999999998,2.41568,0.69235,0.037037037037037035,0.014814814814814815,0.007407407407407408,0.7481481481481481,0.1925925925925926
132,50,190,0.679,14093,0.0016,0.0151,-0.0075,-0.001,2,2,0,171,15,0.0321,0.1364,0.1775,55258.3843,0.5885,0.977,1.6268,0.01031,-0.00349,0.019209999999999998,0.13560999999999998,0.14121,4255329.865999999,0.54893,1.23029,2.36944,0.6899200000000001,0.010526315789473684,0.010526315789473684,0.0,0.9,0.07894736842105263
133,105,117,0.6765,14198,0.0039,0.0144,-0.0023,-0.0012,16,5,6,73,17,0.0233,0.1272,0.1661,1758094.8125,0.5563,1.6338,1.9596,0.00923,-0.00377,0.02002,0.13788,0.1469,4073853.8847499997,0.55438,1.18977,2.36707,0.6874800000000001,0.13675213675213677,0.042735042735042736,0.05128205128205128,0.6239316239316239,0.1452991452991453
134,135,79,0.6741,14333,0.0088,0.015,0.0007,-0.0013,19,7,11,19,23,0.0152,0.154,0.1228,4848522.0,0.5004,2.0007,2.0953,0.008650000000000001,-0.00394,0.01935,0.13633,0.14265,4434406.884749999,0.55178,1.19449,2.39738,0.68505,0.24050632911392406,0.08860759493670886,0.13924050632911392,0.24050632911392406,0.2911392405063291
135,127,90,0.6717,14460,0.0123,0.0142,0.0016,-0.0013,20,14,4,34,18,0.0243,0.1613,0.166,12867.8857,0.5836,1.6418,1.989,0.00919,-0.0040100000000000005,0.02049,0.14098,0.14637,4433335.09227,0.55461,1.18343,2.42971,0.68262,0.2222222222222222,0.15555555555555556,0.044444444444444446,0.37777777777777777,0.2
136,100,122,0.6692,14560,0.0056,0.0135,-0.002,-0.0015,18,5,5,76,18,0.0125,0.0967,0.1225,8450.74,1.0024,0.8932,1.5895,0.00832,-0.00385,0.020839999999999997,0.1375,0.14668,4423411.91334,0.59825,1.1543199999999998,2.4198999999999997,0.68018,0.14754098360655737,0.040983606557377046,0.040983606557377046,0.6229508196721312,0.14754098360655737
137,74,157,0.6668,14634,0.0051,0.0125,-0.0048,-0.0017,14,2,5,126,10,0.0175,0.1665,0.1541,20561.9432,1.0015,0.9355,1.3884,0.00808,-0.0037600000000000003,0.01971,0.13823,0.14709999999999998,3113451.70766,0.64617,1.1848,2.35549,0.67775,0.08917197452229299,0.012738853503184714,0.03184713375796178,0.802547770700637,0.06369426751592357
138,79,152,0.6644,14713,0.0243,0.0126,-0.0041,-0.002,18,8,7,112,7,0.0138,0.1324,0.1425,33943.5275,0.8829,1.6382,1.6512,0.00912,-0.00354,0.01918,0.13871,0.14668,2432147.68541,0.67591,1.29261,2.10881,0.6753199999999999,0.11842105263157894,0.05263157894736842,0.046052631578947366,0.7368421052631579,0.046052631578947366
139,113,103,0.662,14826,0.0055,0.0123,-0.0003,-0.0021,25,6,20,39,13,0.0134,0.149,0.1062,297687.1328,0.5767,2.0263,2.0502,0.007730000000000001,-0.0030199999999999997,0.01864,0.14296,0.14317,1412904.44078,0.6727299999999999,1.38905,2.11314,0.67289,0.24271844660194175,0.05825242718446602,0.1941747572815534,0.3786407766990291,0.1262135922330097
