game,player,agent,winner,won,truncated,steps,turns,victory_points,settlements,cities,roads,played_knights,dev_cards_held,hidden_vp_cards,largest_army,longest_road,longest_road_length
155,ORANGE,tom_dqn,WHITE,0,0,928,62,3,1,1,7,0,0,0,False,False,3
155,RED,ppo,WHITE,0,0,928,62,7,2,0,4,10,0,3,True,False,3
156,WHITE,random_no_trade,WHITE,1,0,1662,112,10,3,2,15,4,0,1,True,False,7
156,BLUE,unified,WHITE,0,0,1662,112,5,2,0,5,3,0,3,False,False,4
156,ORANGE,tom_dqn,WHITE,0,0,1662,112,5,2,0,15,0,0,1,False,True,7
156,RED,ppo,WHITE,0,0,1662,112,2,2,0,5,1,0,0,False,False,3
157,WHITE,random_no_trade,WHITE,1,0,858,55,10,4,0,15,4,0,2,True,True,8
157,BLUE,unified,WHITE,0,0,858,55,2,2,0,2,0,0,0,False,False,1
157,ORANGE,tom_dqn,WHITE,0,0,858,55,2,2,0,8,0,0,0,False,False,3
157,RED,ppo,WHITE,0,0,858,55,3,2,0,2,3,0,1,False,False,1
158,WHITE,random_no_trade,WHITE,1,0,1863,124,10,2,2,15,3,0,2,False,True,6
158,BLUE,unified,WHITE,0,0,1863,124,4,4,0,7,0,0,0,False,False,6
158,ORANGE,tom_dqn,WHITE,0,0,1863,124,3,2,0,4,1,0,1,False,False,2
158,RED,ppo,WHITE,0,0,1863,124,8,0,2,3,10,0,2,True,False,2
159,WHITE,random_no_trade,WHITE,1,0,1521,104,11,4,0,15,5,0,3,True,True,8
159,BLUE,unified,WHITE,0,0,1521,104,2,2,0,10,0,0,0,False,False,7
159,ORANGE,tom_dqn,WHITE,0,0,1521,104,2,2,0,7,1,0,0,False,False,3
159,RED,ppo,WHITE,0,0,1521,104,2,2,0,8,0,0,0,False,False,7
160,WHITE,random_no_trade,RED,0,0,1446,95,4,2,0,8,5,0,2,False,False,3
160,BLUE,unified,RED,0,0,1446,95,4,0,2,2,2,0,0,False,False,1
160,ORANGE,tom_dqn,RED,0,0,1446,95,2,2,0,2,0,0,0,False,False,0
160,RED,ppo,RED,1,0,1446,95,10,3,0,15,7,0,3,True,True,8
161,WHITE,random_no_trade,WHITE,1,0,1049,69,10,5,0,15,7,0,1,True,True,10
161,BLUE,unified,WHITE,0,0,1049,69,6,2,2,5,0,0,0,False,False,2
161,ORANGE,tom_dqn,WHITE,0,0,1049,69,4,2,0,5,4,0,2,False,False,2
161,RED,ppo,WHITE,0,0,1049,69,4,2,0,2,3,0,2,False,False,1
162,WHITE,random_no_trade,WHITE,1,0,1506,92,10,4,2,15,1,0,0,False,True,7
162,BLUE,unified,WHITE,0,0,1506,92,2,2,0,4,0,0,0,False,False,3
162,ORANGE,tom_dqn,WHITE,0,0,1506,92,4,2,0,4,1,0,2,False,False,2
162,RED,ppo,WHITE,0,0,1506,92,9,0,2,7,12,0,3,True,False,4
163,WHITE,random_no_trade,NONE,0,1,2000,128,8,1,1,9,3,0,5,False,False,4
163,BLUE,unified,NONE,0,1,2000,128,4,0,2,2,4,0,0,False,False,1
163,ORANGE,tom_dqn,NONE,0,1,2000,128,2,2,0,15,1,0,0,False,False,9
163,RED,ppo,NONE,0,1,2000,128,9,5,0,15,6,0,0,True,True,10
164,WHITE,random_no_trade,BLUE,0,0,1843,129,4,2,0,10,3,0,0,True,False,4
164,BLUE,unified,BLUE,1,0,1843,129,10,5,0,9,0,1,3,False,True,8
164,ORANGE,tom_dqn,BLUE,0,0,1843,129,2,2,0,9,1,0,0,False,False,5
164,RED,ppo,BLUE,0,0,1843,129,2,2,0,3,1,0,0,False,False,2
165,WHITE,random_no_trade,WHITE,1,0,1513,99,10,1,3,15,8,0,1,True,False,5
165,BLUE,unified,WHITE,0,0,1513,99,3,2,0,3,3,0,1,False,False,2
165,ORANGE,tom_dqn,WHITE,0,0,1513,99,2,2,0,12,0,0,0,False,False,5
165,RED,ppo,WHITE,0,0,1513,99,5,2,0,13,2,0,1,False,True,9
166,WHITE,random_no_trade,ORANGE,0,0,1729,119,5,3,0,15,2,0,0,False,True,6
166,BLUE,unified,ORANGE,0,0,1729,119,2,2,0,2,1,0,0,False,False,1
166,ORANGE,tom_dqn,ORANGE,1,0,1729,119,10,1,1,7,11,0,5,True,False,4
166,RED,ppo,ORANGE,0,0,1729,119,2,2,0,2,0,0,0,False,False,1
167,WHITE,random_no_trade,ORANGE,0,0,1567,111,2,2,0,5,0,0,0,False,False,2
167,BLUE,unified,ORANGE,0,0,1567,111,2,2,0,4,0,0,0,False,False,3
167,ORANGE,tom_dqn,ORANGE,1,0,1567,111,10,0,2,7,8,0,4,True,False,4
167,RED,ppo,ORANGE,0,0,1567,111,3,2,0,3,6,0,1,False,False,2
168,WHITE,random_no_trade,RED,0,0,758,46,3,3,0,13,1,0,0,False,False,6
168,BLUE,unified,RED,0,0,758,46,2,2,0,2,0,0,0,False,False,1
168,ORANGE,tom_dqn,RED,0,0,758,46,2,2,0,2,1,0,0,False,False,0
168,RED,ppo,RED,1,0,758,46,10,1,1,13,12,0,3,True,True,8
169,WHITE,random_no_trade,NONE,0,1,2000,133,8,2,1,8,4,0,4,False,False,4
169,BLUE,unified,NONE,0,1,2000,133,4,1,1,3,1,0,1,False,False,1
169,ORANGE,tom_dqn,NONE,0,1,2000,133,2,2,0,3,3,0,0,False,False,1
169,RED,ppo,NONE,0,1,2000,133,9,5,0,15,6,0,0,True,True,10
170,WHITE,random_no_trade,WHITE,1,0,1079,70,10,5,0,15,2,0,3,False,True,8
170,BLUE,unified,WHITE,0,0,1079,70,3,3,0,4,0,0,0,False,False,3
170,ORANGE,tom_dqn,WHITE,0,0,1079,70,2,2,0,5,1,0,0,False,False,3
170,RED,ppo,WHITE,0,0,1079,70,6,2,0,6,11,0,2,True,False,3
171,WHITE,random_no_trade,WHITE,1,0,1915,130,10,5,0,15,4,0,3,False,True,8
171,BLUE,unified,WHITE,0,0,1915,130,2,2,0,8,0,0,0,False,False,6
171,ORANGE,tom_dqn,WHITE,0,0,1915,130,2,2,0,15,1,0,0,False,False,7
171,RED,ppo,WHITE,0,0,1915,130,6,2,0,4,9,0,2,True,False,1
172,WHITE,random_no_trade,ORANGE,0,0,825,53,2,2,0,6,4,0,0,False,False,2
172,BLUE,unified,ORANGE,0,0,825,53,3,2,0,2,3,0,1,False,False,1
172,ORANGE,tom_dqn,ORANGE,1,0,825,53,10,3,0,8,6,0,3,True,True,5
172,RED,ppo,ORANGE,0,0,825,53,3,2,0,5,1,0,1,False,False,3
173,WHITE,random_no_trade,NONE,0,1,2000,137,7,5,0,15,7,0,0,True,False,6
173,BLUE,unified,NONE,0,1,2000,137,4,4,0,8,0,0,0,False,False,4
173,ORANGE,tom_dqn,NONE,0,1,2000,137,6,1,1,15,2,0,1,False,True,7
173,RED,ppo,NONE,0,1,2000,137,2,2,0,15,1,0,0,False,False,6
174,WHITE,random_no_trade,ORANGE,0,0,1184,79,4,2,0,6,4,0,2,False,False,4
174,BLUE,unified,ORANGE,0,0,1184,79,3,3,0,6,0,0,0,False,False,5
174,ORANGE,tom_dqn,ORANGE,1,0,1184,79,10,3,0,15,7,0,3,True,True,7
174,RED,ppo,ORANGE,0,0,1184,79,2,2,0,7,0,0,0,False,False,5
175,WHITE,random_no_trade,WHITE,1,0,1694,106,10,2,1,15,6,0,2,True,True,11
175,BLUE,unified,WHITE,0,0,1694,106,2,2,0,2,3,0,0,False,False,1
175,ORANGE,tom_dqn,WHITE,0,0,1694,106,4,4,0,15,1,0,0,False,False,10
175,RED,ppo,WHITE,0,0,1694,106,5,2,0,7,4,0,3,False,False,5
176,WHITE,random_no_trade,WHITE,1,0,729,48,10,1,1,12,4,0,3,True,True,5
176,BLUE,unified,WHITE,0,0,729,48,3,3,0,6,0,0,0,False,False,5
176,ORANGE,tom_dqn,WHITE,0,0,729,48,2,2,0,3,0,0,0,False,False,1
176,RED,ppo,WHITE,0,0,729,48,2,2,0,5,3,0,0,False,False,4
177,WHITE,random_no_trade,NONE,0,1,2000,136,2,2,0,3,2,0,0,False,False,1
177,BLUE,unified,NONE,0,1,2000,136,6,0,3,8,1,0,0,False,False,4
177,ORANGE,tom_dqn,NONE,0,1,2000,136,9,2,0,14,10,0,3,True,True,8
177,RED,ppo,NONE,0,1,2000,136,4,2,0,2,1,0,2,False,False,1
178,WHITE,random_no_trade,NONE,0,1,2000,138,5,1,1,15,1,0,2,False,False,5
178,BLUE,unified,NONE,0,1,2000,138,2,2,0,4,0,0,0,False,False,2
178,ORANGE,tom_dqn,NONE,0,1,2000,138,7,2,0,15,6,0,1,True,True,8
178,RED,ppo,NONE,0,1,2000,138,2,2,0,9,1,0,0,False,False,6
179,WHITE,random_no_trade,NONE,0,1,2000,138,7,3,0,13,2,0,2,False,True,8
179,BLUE,unified,NONE,0,1,2000,138,2,2,0,2,0,0,0,False,False,1
179,ORANGE,tom_dqn,NONE,0,1,2000,138,6,2,0,4,4,0,2,True,False,2
179,RED,ppo,NONE,0,1,2000,138,2,2,0,2,0,0,0,False,False,1
180,WHITE,random_no_trade,WHITE,1,0,982,62,10,3,2,15,3,0,1,False,True,9
180,BLUE,unified,WHITE,0,0,982,62,2,2,0,6,0,0,0,False,False,5
180,ORANGE,tom_dqn,WHITE,0,0,982,62,9,1,1,12,11,0,4,True,False,6
180,RED,ppo,WHITE,0,0,982,62,2,2,0,6,0,0,0,False,False,4
181,WHITE,random_no_trade,ORANGE,0,0,1191,74,5,3,0,15,2,0,0,False,True,9
181,BLUE,unified,ORANGE,0,0,1191,74,2,2,0,5,0,0,0,False,False,3
181,ORANGE,tom_dqn,ORANGE,1,0,1191,74,10,3,0,15,8,0,5,True,False,8
181,RED,ppo,ORANGE,0,0,1191,74,2,2,0,2,0,0,0,False,False,0
182,WHITE,random_no_trade,NONE,0,1,2000,135,7,2,0,14,8,0,3,True,False,6
182,BLUE,unified,NONE,0,1,2000,135,5,5,0,10,0,0,0,False,False,6
182,ORANGE,tom_dqn,NONE,0,1,2000,135,4,2,0,15,1,0,0,False,True,10
182,RED,ppo,NONE,0,1,2000,135,4,2,0,9,3,0,2,False,False,6
183,WHITE,random_no_trade,WHITE,1,0,1388,93,10,2,3,15,1,0,0,False,True,8
183,BLUE,unified,WHITE,0,0,1388,93,2,2,0,3,0,0,0,False,False,2
183,ORANGE,tom_dqn,WHITE,0,0,1388,93,5,2,0,10,5,1,1,True,False,4
183,RED,ppo,WHITE,0,0,1388,93,2,2,0,3,1,0,0,False,False,2
184,WHITE,random_no_trade,NONE,0,1,2000,132,9,2,1,14,4,0,3,False,True,9
184,BLUE,unified,NONE,0,1,2000,132,2,2,0,9,4,0,0,False,False,6
184,ORANGE,tom_dqn,NONE,0,1,2000,132,5,2,0,3,6,0,1,True,False,1
184,RED,ppo,NONE,0,1,2000,132,3,2,0,4,0,0,1,False,False,3
185,WHITE,random_no_trade,NONE,0,1,2000,133,8,0,3,5,3,0,2,False,False,3
185,BLUE,unified,NONE,0,1,2000,133,2,2,0,4,0,0,0,False,False,3
185,ORANGE,tom_dqn,NONE,0,1,2000,133,5,2,0,15,3,0,1,False,True,9
185,RED,ppo,NONE,0,1,2000,133,7,1,1,5,8,0,2,True,False,4
186,WHITE,random_no_trade,ORANGE,0,0,1161,80,2,2,0,4,0,0,0,False,False,1
186,BLUE,unified,ORANGE,0,0,1161,80,2,2,0,4,0,0,0,False,False,2
186,ORANGE,tom_dqn,ORANGE,1,0,1161,80,11,2,0,9,8,0,5,True,True,5
186,RED,ppo,ORANGE,0,0,1161,80,2,2,0,4,3,0,0,False,False,3
187,WHITE,random_no_trade,RED,0,0,1574,110,4,2,0,7,2,1,2,False,False,3
187,BLUE,unified,RED,0,0,1574,110,3,2,0,6,2,0,1,False,False,4
187,ORANGE,tom_dqn,RED,0,0,1574,110,2,2,0,13,0,0,0,False,False,7
187,RED,ppo,RED,1,0,1574,110,10,4,0,15,6,0,2,True,True,10
188,WHITE,random_no_trade,NONE,0,1,2000,136,4,2,0,15,0,0,0,False,True,8
188,BLUE,unified,NONE,0,1,2000,136,3,3,0,6,0,0,0,False,False,5
188,ORANGE,tom_dqn,NONE,0,1,2000,136,3,2,0,11,4,0,1,False,False,6
188,RED,ppo,NONE,0,1,2000,136,6,2,0,11,8,0,2,True,False,6
189,WHITE,random_no_trade,WHITE,1,0,1206,79,10,2,2,15,8,0,2,True,False,4
189,BLUE,unified,WHITE,0,0,1206,79,5,3,0,8,0,0,0,False,True,7
189,ORANGE,tom_dqn,WHITE,0,0,1206,79,2,2,0,5,2,0,0,False,False,3
189,RED,ppo,WHITE,0,0,1206,79,3,2,0,8,1,0,1,False,False,7
190,WHITE,random_no_trade,ORANGE,0,0,586,37,2,2,0,3,0,0,0,False,False,1
190,BLUE,unified,ORANGE,0,0,586,37,2,2,0,6,0,0,0,False,False,5
190,ORANGE,tom_dqn,ORANGE,1,0,586,37,10,2,1,15,4,0,2,True,True,7
190,RED,ppo,ORANGE,0,0,586,37,2,2,0,7,3,0,0,False,False,5
191,WHITE,random_no_trade,WHITE,1,0,815,52,10,3,3,15,1,0,1,False,False,4
191,BLUE,unified,WHITE,0,0,815,52,2,2,0,2,2,0,0,False,False,1
191,ORANGE,tom_dqn,WHITE,0,0,815,52,5,2,0,15,2,0,1,False,True,8
191,RED,ppo,WHITE,0,0,815,52,3,2,0,2,1,0,1,False,False,1
192,WHITE,random_no_trade,RED,0,0,1501,103,2,2,0,11,2,0,0,False,False,3
192,BLUE,unified,RED,0,0,1501,103,3,2,0,7,0,0,1,False,False,6
192,ORANGE,tom_dqn,RED,0,0,1501,103,4,2,0,10,5,0,2,False,False,5
192,RED,ppo,RED,1,0,1501,103,10,4,0,15,7,0,2,True,True,12
193,WHITE,random_no_trade,ORANGE,0,0,848,56,4,3,0,15,1,0,1,False,False,7
193,BLUE,unified,ORANGE,0,0,848,56,4,0,2,2,3,0,0,False,False,1
193,ORANGE,tom_dqn,ORANGE,1,0,848,56,10,2,0,12,4,0,4,True,True,8
193,RED,ppo,ORANGE,0,0,848,56,2,2,0,2,2,0,0,False,False,1
194,WHITE,random_no_trade,WHITE,1,0,972,62,10,0,2,14,8,0,4,True,False,5
194,BLUE,unified,WHITE,0,0,972,62,4,0,2,4,0,0,0,False,False,3
194,ORANGE,tom_dqn,WHITE,0,0,972,62,3,2,0,11,0,0,1,False,False,5
194,RED,ppo,WHITE,0,0,972,62,4,2,0,15,2,0,0,False,True,9
195,WHITE,random_no_trade,NONE,0,1,2000,132,4,4,0,15,3,0,0,False,False,8
195,BLUE,unified,NONE,0,1,2000,132,4,2,0,6,1,0,2,False,False,5
195,ORANGE,tom_dqn,NONE,0,1,2000,132,4,2,0,15,1,0,0,False,True,9
195,RED,ppo,NONE,0,1,2000,132,7,2,0,9,9,0,3,True,False,6
196,WHITE,random_no_trade,WHITE,1,0,1588,100,10,2,1,13,7,0,2,True,True,9
196,BLUE,unified,WHITE,0,0,1588,100,8,1,3,7,2,0,1,False,False,5
196,ORANGE,tom_dqn,WHITE,0,0,1588,100,2,2,0,14,2,0,0,False,False,8
196,RED,ppo,WHITE,0,0,1588,100,7,5,0,15,3,0,2,False,False,8
197,WHITE,random_no_trade,NONE,0,1,2000,130,6,0,2,6,4,0,2,False,False,2
197,BLUE,unified,NONE,0,1,2000,130,5,3,0,6,0,0,0,False,True,5
197,ORANGE,tom_dqn,NONE,0,1,2000,130,9,0,2,7,10,0,3,True,False,4
197,RED,ppo,NONE,0,1,2000,130,2,2,0,3,0,0,0,False,False,1
198,WHITE,random_no_trade,WHITE,1,0,1751,116,10,5,1,15,0,0,1,False,True,6
198,BLUE,unified,WHITE,0,0,1751,116,3,1,1,5,0,0,0,False,False,4
198,ORANGE,tom_dqn,WHITE,0,0,1751,116,5,3,0,9,0,0,2,False,False,3
198,RED,ppo,WHITE,0,0,1751,116,5,2,0,9,11,0,1,True,False,4
199,WHITE,random_no_trade,RED,0,0,885,57,2,2,0,6,2,1,0,False,False,3
199,BLUE,unified,RED,0,0,885,57,2,2,0,2,0,0,0,False,False,1
199,ORANGE,tom_dqn,RED,0,0,885,57,2,2,0,4,0,0,0,False,False,2
199,RED,ppo,RED,1,0,885,57,10,1,1,12,9,0,3,True,True,8
