game,winner,controlled_win,controlled_vp,winner_vp,turns,steps,avg_reward,largest_army,played_knights,dev_cards_bought,held_dev_cards,hidden_vp_cards,longest_road_award,longest_road_length,settlements,cities,roads,build_efficiency,brick_wood_balance,truncated
530,RED,0,5,10,59,924,-0.00015800865800865801,0,1,2,0,0,1,8,3,0,15,0.16279069767441862,0.5,0
531,RED,0,4,10,100,1575,0.0006844444444444444,0,4,5,0,0,0,3,0,2,6,0.0898876404494382,0.0,0
532,WHITE,1,10,10,81,1342,0.0034083457526080476,1,8,12,0,0,0,8,4,2,15,0.14925373134328357,1.0,0
533,WHITE,1,10,10,44,703,0.005486486486486487,1,3,6,0,2,0,6,2,2,11,0.16216216216216217,0.0,0
534,RED,0,4,10,81,1246,0.000520064205457464,0,1,4,1,1,0,6,1,1,9,0.08974358974358974,1.0,0
535,WHITE,1,10,10,107,1824,0.0019040570175438596,0,5,5,0,0,1,9,4,2,15,0.09448818897637795,0.0,0
536,NONE,0,4,8,134,2000,0.0006625,0,1,3,0,2,0,3,2,0,6,0.09523809523809523,0.0,1
537,WHITE,1,10,10,82,1221,0.002326781326781327,1,4,5,0,1,1,8,3,1,14,0.18,0.0,0
538,ORANGE,0,6,10,57,961,0.0015421436004162332,1,4,7,0,0,0,5,0,2,6,0.08450704225352113,1.0,0
539,ORANGE,0,9,10,95,1605,0.000859190031152648,0,4,6,0,0,1,8,5,1,15,0.10185185185185185,1.0,0
540,ORANGE,0,3,10,62,1029,0.0004285714285714286,0,1,6,0,1,0,5,2,0,15,0.075,1.0,0
541,WHITE,1,10,10,126,1878,0.0018429179978700745,1,5,9,0,1,1,6,3,1,15,0.12,1.0,0
542,WHITE,1,11,11,60,948,0.004179324894514768,1,3,5,0,1,0,3,0,4,11,0.13043478260869565,0.5,0
543,WHITE,1,10,10,52,911,0.00488364434687157,1,8,13,0,3,0,8,5,0,15,0.08653846153846154,1.0,0
544,BLUE,0,5,10,50,749,0.0006408544726301736,1,3,4,0,1,0,2,2,0,4,0.12,0.0,0
545,BLUE,0,3,10,53,861,0.000272938443670151,0,1,3,0,1,0,4,2,0,6,0.08571428571428572,0.0,0
546,RED,0,2,10,49,824,-0.00022815533980582526,0,1,1,0,0,0,2,2,0,6,0.08695652173913043,0.0,0
547,ORANGE,0,5,10,36,587,0.0007580919931856901,0,1,3,0,2,0,2,3,0,3,0.11320754716981132,0.0,0
548,ORANGE,0,8,10,120,1958,0.0011297242083758937,1,6,11,0,2,0,3,0,2,9,0.08333333333333333,0.5,0
549,WHITE,1,10,10,38,608,0.004370065789473685,1,3,5,0,1,1,5,5,0,15,0.18518518518518517,1.0,0
550,ORANGE,0,6,10,115,1921,9.370119729307653e-05,0,0,0,0,0,0,6,2,2,15,0.08771929824561403,0.0,0
551,ORANGE,0,6,10,69,1096,0.0013056569343065695,0,4,8,0,3,0,5,1,1,13,0.1076923076923077,0.0,0
552,WHITE,1,10,10,100,1695,0.002495575221238938,1,6,9,0,0,0,8,2,3,15,0.12371134020618557,0.5,0
553,WHITE,1,10,10,125,1940,0.001836082474226804,1,5,9,0,2,0,5,2,2,15,0.08695652173913043,0.0,0
554,BLUE,0,3,10,56,870,0.0005252873563218392,0,3,5,0,1,0,2,2,0,8,0.07692307692307693,0.0,0
555,WHITE,1,11,11,59,1048,0.0034980916030534354,1,3,8,0,2,1,11,5,0,15,0.1188118811881188,0.0,0
556,ORANGE,0,4,10,47,776,-9.407216494845358e-05,0,0,1,0,1,0,5,3,0,15,0.0945945945945946,1.0,0
557,ORANGE,0,2,10,68,1032,-0.0003294573643410853,0,1,1,0,0,0,3,2,0,7,0.08955223880597014,0.0,0
558,BLUE,0,3,10,72,1195,0.00016317991631799162,0,3,3,0,0,0,4,3,0,8,0.061946902654867256,0.0,0
559,WHITE,1,10,10,104,1609,0.002875077688004972,0,4,9,0,3,0,8,3,2,15,0.1,0.0,0
560,RED,0,4,10,83,1279,0.0004222048475371384,0,3,6,0,2,0,1,2,0,5,0.09090909090909091,0.0,0
561,ORANGE,0,2,10,54,814,-0.0001240786240786241,0,1,1,0,0,0,2,2,0,5,0.13333333333333333,1.0,0
562,BLUE,0,4,10,88,1326,0.0009253393665158372,0,3,8,0,2,0,2,2,0,6,0.08333333333333333,0.0,0
563,RED,0,2,11,34,512,-0.000498046875,0,0,0,0,0,0,2,2,0,4,0.16666666666666666,1.0,0
564,WHITE,1,10,10,87,1321,0.0031483724451173353,1,6,12,0,4,0,5,2,1,15,0.11940298507462686,0.0,0
565,BLUE,0,2,10,76,1236,-0.00018203883495145634,0,1,1,0,0,0,3,2,0,7,0.06976744186046512,1.0,0
566,WHITE,1,10,10,97,1468,0.002298365122615804,0,1,5,0,3,1,5,3,1,11,0.136986301369863,0.0,0
567,RED,0,4,10,79,1246,0.00032504012841091495,0,1,2,0,1,0,5,1,1,15,0.09722222222222222,0.0,0
568,ORANGE,0,6,10,44,692,0.0012066473988439307,0,2,4,0,1,0,4,5,0,15,0.1323529411764706,0.3333333333333333,0
569,BLUE,0,4,10,74,1177,0.0010195412064570944,0,5,9,0,2,0,3,2,0,11,0.05555555555555555,0.0,0
570,WHITE,1,10,10,103,1576,0.0018908629441624365,1,6,8,0,2,1,6,4,0,15,0.11594202898550725,0.0,0
571,WHITE,1,10,10,49,847,0.003537190082644628,0,0,0,0,0,1,6,2,3,15,0.16,1.0,0
572,ORANGE,0,3,10,44,695,0.00012374100719424462,0,1,2,0,1,0,3,2,0,6,0.1111111111111111,0.0,0
573,RED,0,9,10,96,1472,0.0011297554347826087,0,4,8,0,1,1,7,2,2,15,0.11764705882352941,0.0,0
574,ORANGE,0,9,10,86,1445,0.0009508650519031143,0,2,6,0,2,1,9,1,2,15,0.08333333333333333,0.0,0
575,BLUE,0,2,10,55,880,-0.0001659090909090909,0,2,2,0,0,0,4,2,0,8,0.08695652173913043,0.0,0
576,WHITE,1,10,10,64,1023,0.003565982404692082,1,7,8,0,0,1,7,4,1,15,0.14084507042253522,1.0,0
577,RED,0,2,10,110,1748,-0.00041647597254004576,0,1,1,0,0,0,5,2,0,15,0.05825242718446602,1.0,0
578,BLUE,0,6,10,103,1654,0.0002871825876662636,0,0,2,0,2,0,4,4,0,15,0.08421052631578947,0.25,0
579,WHITE,1,10,10,60,929,0.005547900968783638,1,8,16,0,4,0,3,2,1,8,0.11475409836065574,1.0,0
580,BLUE,0,3,11,100,1522,5.2562417871222084e-05,0,1,3,0,1,0,5,2,0,15,0.06382978723404255,0.0,0
581,RED,0,7,10,119,1811,0.0009166206515737162,0,2,8,0,4,0,7,1,1,13,0.08974358974358974,0.0,0
582,BLUE,0,3,10,56,897,-0.0003667781493868451,0,0,1,0,0,0,4,3,0,12,0.08333333333333333,0.0,0
583,WHITE,1,10,10,85,1336,0.002274700598802395,1,4,6,0,1,1,8,5,0,15,0.0967741935483871,1.0,0
584,WHITE,1,10,10,86,1386,0.002515873015873016,1,5,9,0,2,1,7,2,1,15,0.0851063829787234,0.0,0
585,ORANGE,0,8,10,58,945,0.0009492063492063492,0,2,2,0,0,1,9,2,2,15,0.11904761904761904,1.0,0
586,ORANGE,0,8,10,81,1270,0.0002496062992125984,0,0,2,0,1,1,7,5,0,15,0.1267605633802817,0.0,0
587,BLUE,0,4,10,76,1200,-0.00042500000000000003,0,0,1,0,0,1,5,2,0,15,0.0821917808219178,0.0,0
588,NONE,0,3,9,131,2000,0.000673,0,3,6,0,1,0,7,2,0,10,0.08823529411764706,0.0,1
589,RED,0,5,10,89,1472,0.00021059782608695652,0,2,3,0,1,0,4,4,0,9,0.1,0.0,0
590,WHITE,1,10,10,47,753,0.004719787516600266,1,6,7,0,0,1,5,4,1,15,0.24528301886792453,0.3333333333333333,0
591,RED,0,2,10,39,637,-0.0004521193092621664,0,1,1,0,0,0,3,2,0,6,0.09090909090909091,0.0,0
592,BLUE,0,3,10,116,1906,-0.0003226652675760756,0,0,0,0,0,0,5,3,0,15,0.0625,0.0,0
593,WHITE,1,10,10,81,1236,0.0036132686084142393,1,8,10,0,1,0,7,3,2,15,0.1527777777777778,0.0,0
594,WHITE,1,10,10,30,480,0.006583333333333333,1,3,5,0,2,1,5,2,1,9,0.2,0.0,0
595,WHITE,1,10,10,51,807,0.004856257744733581,1,4,6,0,0,0,7,4,2,15,0.17647058823529413,1.0,0
596,NONE,0,9,9,125,2000,0.001185,0,2,5,0,1,0,5,4,2,15,0.11764705882352941,0.3333333333333333,1
597,ORANGE,0,4,10,117,1786,-8.230683090705489e-05,0,2,3,0,0,1,7,2,0,10,0.07692307692307693,0.0,0
598,BLUE,0,5,10,92,1367,-0.0003043160204828091,0,0,1,0,1,1,9,2,0,15,0.07317073170731707,0.5,0
599,BLUE,0,3,10,122,1859,-9.037116729424422e-05,0,1,3,0,1,0,2,2,0,4,0.09230769230769231,1.0,0
600,ORANGE,0,2,10,73,1180,-5.423728813559322e-05,0,3,3,0,0,0,6,2,0,11,0.08108108108108109,0.0,0
601,BLUE,0,7,10,58,940,0.0006755319148936171,0,1,3,0,2,0,7,1,2,11,0.08571428571428572,0.6666666666666666,0
602,NONE,0,5,9,124,2000,0.000988,1,7,7,0,0,0,4,1,1,9,0.06422018348623854,0.0,1
603,RED,0,2,10,60,1002,-0.0004241516966067864,0,1,1,0,0,0,5,2,0,13,0.07142857142857142,0.0,0
604,WHITE,1,10,10,124,1938,0.002327141382868937,1,6,11,0,3,0,7,1,2,12,0.12162162162162163,1.0,0
605,RED,0,4,10,77,1197,0.0002932330827067669,0,1,3,0,1,0,1,3,0,5,0.1044776119402985,0.0,0
606,BLUE,0,5,10,59,972,0.0007602880658436215,0,2,5,0,1,0,5,2,1,13,0.07920792079207921,0.0,0
607,BLUE,0,3,11,61,1008,-0.000496031746031746,0,0,0,0,0,0,5,3,0,15,0.06862745098039216,1.0,0
608,NONE,0,5,8,130,2000,0.0012235,0,4,8,0,2,0,7,1,1,14,0.0958904109589041,0.0,1
609,BLUE,0,3,10,106,1612,0.0003889578163771712,0,4,6,0,1,0,1,2,0,3,0.07692307692307693,1.0,0
610,BLUE,0,9,10,87,1446,0.0016784232365145229,1,6,9,0,1,0,1,0,3,3,0.11538461538461539,1.0,0
611,WHITE,1,10,10,115,1826,0.001903066812705367,1,5,8,0,1,1,9,1,2,15,0.07377049180327869,0.0,0
612,NONE,0,6,8,131,2000,0.001186,0,4,7,0,2,0,4,2,1,11,0.075,1.0,1
613,RED,0,5,10,69,1076,-0.0001366171003717472,0,0,2,0,1,1,10,2,0,14,0.08450704225352113,0.0,0
614,NONE,0,2,9,131,2000,0.000663,0,2,5,0,0,0,3,2,0,7,0.09090909090909091,1.0,1
615,WHITE,1,10,10,65,1074,0.002920856610800745,1,4,8,0,3,0,8,5,0,15,0.09782608695652174,0.0,0
616,RED,0,4,10,48,731,0.0007742818057455541,0,1,1,0,0,0,1,0,2,3,0.16279069767441862,0.5,0
617,WHITE,1,10,10,47,770,0.004290909090909091,0,2,3,0,0,1,8,4,2,15,0.17391304347826086,0.0,0
618,ORANGE,0,8,10,77,1279,0.0010101641907740422,0,3,6,0,3,0,6,5,0,15,0.10344827586206896,0.25,0
619,NONE,0,5,8,130,2000,0.0005600000000000001,0,1,4,0,2,0,5,3,0,15,0.07446808510638298,1.0,1
620,WHITE,1,10,10,34,545,0.006034862385321101,0,2,3,0,1,1,6,3,2,15,0.2708333333333333,0.0,0
621,WHITE,1,11,11,98,1517,0.0030758075148319053,1,7,9,0,0,1,5,1,3,8,0.17647058823529413,0.0,0
622,ORANGE,0,2,10,91,1485,5.723905723905722e-05,0,2,2,0,0,0,5,2,0,7,0.07407407407407407,0.0,0
623,ORANGE,0,9,10,85,1397,0.00046957766642806014,0,2,4,0,1,1,9,4,1,15,0.10416666666666667,1.0,0
624,NONE,0,5,8,122,2000,0.0010515,0,2,4,0,0,0,7,1,2,8,0.13636363636363635,0.0,1
625,ORANGE,0,5,10,45,682,0.0014560117302052785,0,1,1,0,0,0,3,1,2,4,0.14754098360655737,1.0,0
626,WHITE,1,10,10,70,1052,0.004747148288973384,1,8,13,1,3,0,3,1,2,6,0.22,0.0,0
627,WHITE,1,10,10,49,812,0.005172413793103448,0,2,4,0,1,0,4,1,4,13,0.1625,0.0,0
628,WHITE,1,10,10,56,914,0.0035525164113785557,1,4,6,0,1,1,8,3,1,15,0.0967741935483871,0.0,0
629,RED,0,4,11,50,786,0.0016819338422391858,0,6,10,0,2,0,1,2,0,3,0.10204081632653061,1.0,0
630,ORANGE,0,5,10,57,918,0.0006666666666666668,0,0,5,0,3,0,3,2,0,5,0.08,0.0,0
631,BLUE,0,6,10,96,1414,0.0010077793493635078,0,2,6,0,2,0,3,0,2,6,0.12307692307692308,0.0,0
632,RED,0,5,10,59,962,0.0007006237006237007,1,4,6,0,1,0,1,2,0,3,0.0641025641025641,0.0,0
633,BLUE,0,3,10,56,879,3.640500568828216e-05,0,1,3,0,1,0,5,2,0,11,0.11538461538461539,1.0,0
634,WHITE,1,10,10,44,660,0.005101515151515151,0,2,7,0,3,1,7,5,0,15,0.1956521739130435,0.0,0
635,RED,0,2,10,83,1319,-0.0002388172858225929,0,1,1,0,0,0,1,2,0,2,0.05194805194805195,0.0,0
636,WHITE,1,10,10,80,1401,0.002318344039971449,0,2,3,0,1,0,5,5,2,15,0.12037037037037036,0.0,0
637,WHITE,1,10,10,72,1161,0.002813092161929371,0,3,5,0,2,1,12,4,1,15,0.1282051282051282,0.2,0
638,ORANGE,0,7,10,70,1086,0.00029097605893186007,0,2,4,0,1,1,9,4,0,15,0.07,0.0,0
639,WHITE,1,10,10,42,659,0.006244309559939302,1,3,8,0,3,0,3,1,2,8,0.16666666666666666,0.0,0
640,RED,0,3,10,76,1176,-4.251700680272101e-06,0,1,2,0,1,0,2,2,0,5,0.0821917808219178,1.0,0
641,RED,0,3,10,45,702,0.000650997150997151,0,3,4,0,1,0,2,2,0,6,0.11764705882352941,0.0,0
642,ORANGE,0,5,10,78,1226,0.0006704730831973899,0,2,5,0,2,0,3,3,0,6,0.09302325581395349,0.0,0
643,ORANGE,0,4,10,52,815,0.0005754601226993865,0,0,0,0,0,0,1,0,2,3,0.11290322580645161,0.0,0
644,RED,0,7,10,73,1120,0.000675,0,2,6,0,2,1,6,3,0,13,0.11666666666666667,1.0,0
645,RED,0,3,10,56,893,0.00042889137737961924,0,2,4,0,0,0,4,3,0,10,0.10606060606060606,0.0,0
646,ORANGE,0,3,10,48,738,-0.0001422764227642276,0,2,3,0,1,0,6,2,0,15,0.13333333333333333,0.0,0
647,RED,0,2,10,122,1843,1.736299511665761e-05,0,2,2,0,0,0,3,2,0,11,0.06060606060606061,0.0,0
648,NONE,0,8,8,135,2000,0.0009735000000000001,1,6,10,0,2,1,8,2,0,14,0.07792207792207792,0.0,1
649,BLUE,0,6,10,50,846,0.0007470449172576833,1,3,4,0,1,0,2,1,1,5,0.07777777777777778,0.0,0
650,BLUE,0,4,10,35,585,0.001341880341880342,0,2,3,0,0,0,1,0,2,3,0.125,0.0,0
651,WHITE,1,10,10,41,643,0.006216174183514775,1,6,10,0,2,1,5,2,1,9,0.15254237288135594,0.0,0
652,ORANGE,0,7,10,99,1604,0.00017643391521197008,0,3,5,0,0,1,7,5,0,15,0.1111111111111111,0.0,0
653,ORANGE,0,6,10,85,1271,0.001016522423288749,1,5,8,0,2,0,1,2,0,3,0.09259259259259259,0.0,0
654,BLUE,0,8,10,106,1654,0.0010042321644498186,1,6,10,0,1,0,6,3,1,15,0.10344827586206896,0.0,0
655,ORANGE,0,4,10,52,818,0.0006039119804400978,1,4,6,1,0,0,4,2,0,9,0.0821917808219178,1.0,0
656,WHITE,1,10,10,36,560,0.005798214285714286,1,3,5,0,0,1,9,2,2,15,0.19607843137254902,1.0,0
657,RED,0,2,10,58,894,-2.9082774049217016e-05,0,2,3,0,0,0,4,2,0,7,0.14285714285714285,0.0,0
658,WHITE,1,10,10,54,813,0.004239852398523985,1,4,6,0,0,1,9,4,1,15,0.20833333333333334,0.0,0
659,NONE,0,3,9,128,2000,0.0008845,0,3,4,0,0,0,4,1,1,10,0.08045977011494253,0.0,1
660,NONE,0,8,8,133,2000,0.0015645000000000001,1,5,9,0,2,0,3,0,2,8,0.1111111111111111,0.0,1
661,ORANGE,0,4,10,82,1311,0.0006552250190694127,0,3,8,0,2,0,3,2,0,8,0.058823529411764705,0.0,0
662,RED,0,9,10,81,1313,0.0012033511043412035,0,4,9,0,3,0,6,4,1,15,0.08264462809917356,1.0,0
663,WHITE,1,10,10,85,1278,0.002857589984350548,1,5,9,0,2,1,5,2,1,15,0.14814814814814814,0.0,0
664,BLUE,0,5,10,94,1437,0.0002623521224773834,0,3,3,0,0,0,6,5,0,15,0.10588235294117647,0.5,0
665,NONE,0,9,9,132,2000,0.0009385,0,2,5,0,2,1,7,5,0,15,0.15254237288135594,0.0,1
666,BLUE,0,6,11,82,1371,0.00025674690007293944,0,3,4,0,1,0,8,5,0,15,0.10989010989010989,0.6666666666666666,0
667,WHITE,1,10,10,57,904,0.0055331858407079645,0,4,10,0,3,0,4,1,3,8,0.15254237288135594,1.0,0
668,NONE,0,3,8,134,2000,0.00046,0,2,3,0,1,0,3,2,0,6,0.11538461538461539,0.0,1
669,BLUE,0,6,10,51,826,0.0009854721549636804,0,3,4,0,1,0,6,5,0,15,0.11392405063291139,1.0,0
670,NONE,0,6,6,138,2000,0.0008535,1,5,7,0,1,0,4,3,0,12,0.09210526315789473,0.0,1
671,WHITE,1,10,10,88,1429,0.0023792862141357595,0,2,5,0,2,1,7,2,2,12,0.11627906976744186,1.0,0
672,ORANGE,0,4,10,82,1286,0.0006578538102643858,0,4,7,0,2,0,7,2,0,14,0.08450704225352113,0.0,0
673,WHITE,1,11,11,53,828,0.004105072463768116,1,3,6,0,2,1,9,3,1,14,0.1232876712328767,1.0,0
674,NONE,0,5,9,128,2000,0.0007495000000000001,0,2,4,0,2,0,7,1,1,11,0.07216494845360824,0.0,1
675,BLUE,0,2,10,38,596,-0.00047818791946308725,0,0,1,0,0,0,3,2,0,8,0.0784313725490196,0.0,0
676,BLUE,0,2,10,43,677,0.0004194977843426883,0,1,4,0,0,0,4,2,0,6,0.08163265306122448,1.0,0
677,ORANGE,0,5,10,78,1224,-0.00010539215686274508,0,2,3,0,1,1,8,2,0,14,0.08823529411764706,0.0,0
678,RED,0,2,10,61,995,0.00027839195979899496,0,2,5,1,0,0,5,2,0,9,0.07228915662650602,0.0,0
679,ORANGE,0,7,10,42,665,0.0007187969924812031,1,3,4,0,1,0,5,4,0,13,0.15789473684210525,0.5,0
680,BLUE,0,9,10,93,1501,0.0009393737508327782,0,3,6,1,2,0,5,5,1,15,0.12359550561797752,0.0,0
681,WHITE,1,10,10,78,1231,0.003289195775792039,0,4,10,0,2,1,8,4,1,15,0.13953488372093023,1.0,0
682,BLUE,0,2,10,28,461,9.761388286334056e-05,0,1,3,1,0,0,1,2,0,4,0.09523809523809523,0.0,0
683,NONE,0,3,9,135,2000,0.0004695,0,1,2,0,1,0,7,2,0,11,0.08955223880597014,1.0,1
684,RED,0,9,10,98,1526,0.0015504587155963305,0,4,7,0,3,0,5,0,3,6,0.12987012987012986,0.0,0
685,ORANGE,0,3,10,39,603,0.00025207296849087896,0,1,3,0,1,0,0,2,0,2,0.0784313725490196,0.0,0
686,WHITE,1,10,10,34,577,0.006606585788561525,1,4,4,0,0,0,11,2,3,15,0.1411764705882353,0.0,0
687,NONE,0,7,7,136,2000,0.000893,0,1,5,0,1,1,10,4,0,15,0.09375,0.0,1
688,RED,0,2,10,83,1296,-0.00034799382716049385,0,0,1,0,0,0,6,2,0,9,0.05128205128205128,1.0,0
689,BLUE,0,7,10,119,1773,0.0007100958826847152,0,3,7,0,3,0,5,4,0,15,0.1,0.0,0
690,BLUE,0,7,10,43,666,0.0021156156156156157,1,3,6,0,1,0,3,0,2,7,0.15217391304347827,0.5,0
691,WHITE,1,10,10,50,785,0.005007643312101911,0,5,7,0,1,1,9,5,1,15,0.1780821917808219,0.0,0
692,BLUE,0,7,10,100,1573,0.0003299427844882391,0,2,2,0,0,1,8,1,2,13,0.0989010989010989,0.5,0
693,ORANGE,0,8,10,67,1078,9.276437847866408e-06,0,0,3,0,1,1,6,5,0,15,0.1388888888888889,0.25,0
694,NONE,0,5,9,129,2000,0.0008005,1,6,7,0,1,0,7,2,0,11,0.07228915662650602,0.0,1
695,NONE,0,6,8,140,2000,0.001058,1,6,9,0,1,0,3,1,1,6,0.0945945945945946,0.0,1
696,WHITE,1,10,10,53,891,0.004956228956228956,1,5,7,0,0,0,4,0,4,13,0.1411764705882353,1.0,0
697,WHITE,1,10,10,117,1747,0.0020463651974813968,1,6,9,0,2,1,6,0,2,10,0.0898876404494382,0.0,0
698,NONE,0,6,8,128,2000,0.0009345,1,5,7,0,1,0,3,1,1,11,0.07894736842105263,0.0,1
699,WHITE,1,10,10,61,968,0.0031911157024793386,0,1,1,0,0,1,10,4,2,15,0.14457831325301204,0.3333333333333333,0
700,RED,0,6,10,39,620,0.00039516129032258064,0,1,2,0,0,1,6,4,0,15,0.16393442622950818,0.1,0
701,WHITE,1,10,10,94,1476,0.0035074525745257454,1,7,12,0,1,0,5,1,3,10,0.15873015873015872,1.0,0
702,BLUE,0,2,10,118,1818,-0.00019691969196919694,0,1,1,0,0,0,4,2,0,6,0.06896551724137931,0.0,0
703,ORANGE,0,4,10,83,1246,-0.00010032102728731941,0,3,3,0,0,1,13,2,0,15,0.08823529411764706,0.0,0
704,WHITE,1,10,10,106,1649,0.0018847786537295331,1,6,9,0,2,1,5,4,0,15,0.09876543209876543,0.0,0
705,ORANGE,0,2,10,45,698,-0.00047994269340974213,0,0,0,0,0,0,3,2,0,4,0.07407407407407407,0.0,0
706,BLUE,0,9,10,107,1730,0.0012664739884393065,1,7,10,0,2,0,5,3,1,11,0.1111111111111111,0.0,0
707,WHITE,1,10,10,37,590,0.005733898305084746,0,1,3,0,1,1,7,3,2,15,0.19672131147540983,1.0,0
708,BLUE,0,6,10,87,1385,0.0012274368231046933,1,6,11,0,1,0,6,1,1,15,0.09722222222222222,0.0,0
709,WHITE,1,10,10,71,1092,0.003665750915750916,1,7,10,0,1,1,10,3,1,15,0.11290322580645161,0.0,0
710,WHITE,1,10,10,85,1469,0.0025037440435670523,0,2,3,0,0,1,10,0,4,15,0.11764705882352941,0.0,0
711,WHITE,1,10,10,76,1211,0.004611890999174236,1,8,14,0,2,0,4,0,3,10,0.12987012987012986,1.0,0
712,WHITE,1,10,10,87,1380,0.0033659420289855074,1,6,12,0,3,0,2,1,2,5,0.0963855421686747,0.0,0
713,BLUE,0,3,10,60,926,0.0003812095032397408,0,2,2,0,0,0,0,1,1,2,0.1282051282051282,0.0,0
714,BLUE,0,3,10,62,972,-0.0003096707818930041,0,0,1,0,1,0,3,2,0,9,0.08823529411764706,1.0,0
715,RED,0,3,10,51,844,-0.000283175355450237,0,1,2,1,0,0,6,3,0,12,0.09210526315789473,1.0,0
716,ORANGE,0,2,10,69,1113,-0.00026954177897574127,0,1,1,0,0,0,4,2,0,7,0.06521739130434782,0.0,0
717,WHITE,1,10,10,119,1904,0.001824579831932773,0,4,6,0,1,1,8,3,2,15,0.125,0.5,0
718,WHITE,1,10,10,96,1527,0.0025841519318926,0,2,5,0,2,0,10,2,3,13,0.10810810810810811,0.0,0
719,RED,0,7,10,77,1262,0.00016719492868462758,0,1,2,0,1,1,10,2,1,15,0.06837606837606838,0.125,0
720,WHITE,1,10,10,37,613,0.005295269168026101,0,0,3,0,2,1,6,2,2,12,0.14492753623188406,1.0,0
721,RED,0,2,10,101,1617,6.926406926406926e-05,0,2,3,0,0,0,5,2,0,6,0.06,0.0,0
722,BLUE,0,5,10,75,1234,5.3484602917342006e-05,0,0,3,0,2,0,5,3,0,15,0.09210526315789473,0.5,0
723,BLUE,0,8,10,70,1163,0.0009062768701633706,0,0,1,0,0,0,6,2,3,15,0.11320754716981132,0.5,0
724,WHITE,1,10,10,92,1412,0.003165014164305949,1,7,11,0,3,0,5,1,2,13,0.10714285714285714,0.0,0
725,RED,0,3,10,50,825,7.151515151515152e-05,0,2,3,0,1,0,1,2,0,4,0.1111111111111111,1.0,0
726,BLUE,0,4,10,85,1305,0.0003770114942528736,0,3,6,0,2,0,4,2,0,11,0.08450704225352113,0.0,0
727,RED,0,7,10,52,856,0.0005549065420560748,0,1,4,0,1,1,8,4,0,15,0.0975609756097561,0.25,0
728,BLUE,0,7,10,109,1708,0.0007956674473067917,0,2,7,0,3,0,4,2,1,10,0.10126582278481013,0.0,0
729,ORANGE,0,2,10,51,806,-0.00029528535980148884,0,1,1,0,0,0,3,2,0,4,0.09523809523809523,0.0,0
730,ORANGE,0,2,10,71,1069,-0.0005154349859681946,0,0,0,0,0,0,4,2,0,6,0.07142857142857142,1.0,0
731,BLUE,0,2,10,49,765,-1.0457516339869297e-05,0,2,2,0,0,0,1,2,0,4,0.11320754716981132,0.0,0
732,BLUE,0,8,10,95,1516,0.0003898416886543536,0,2,3,0,1,1,8,5,0,15,0.11392405063291139,1.0,0
733,WHITE,1,10,10,67,1114,0.0026624775583482946,0,0,2,0,1,1,7,3,2,15,0.11,0.0,0
734,ORANGE,0,8,10,68,1163,0.0009785038693035254,1,4,5,0,1,0,6,1,2,13,0.0847457627118644,1.0,0
735,BLUE,0,6,10,78,1215,0.0008403292181069959,0,2,3,0,0,0,6,2,2,15,0.11235955056179775,0.0,0
736,ORANGE,0,6,10,72,1129,0.0004162976085031001,1,3,5,0,1,0,5,3,0,13,0.08139534883720931,0.0,0
737,RED,0,4,10,43,705,0.0008936170212765958,1,5,6,0,0,0,2,2,0,4,0.06451612903225806,0.0,0
738,BLUE,0,3,10,38,630,0.0005793650793650794,0,1,3,0,0,0,4,1,1,10,0.0967741935483871,0.0,0
739,RED,0,4,10,55,914,0.00039168490153172866,0,1,3,0,1,0,5,3,0,8,0.08,0.0,0
740,RED,0,6,10,89,1374,0.0012314410480349345,1,6,12,0,2,0,4,2,0,8,0.08771929824561403,0.0,0
741,RED,0,4,10,83,1327,0.0004310474755086662,0,2,5,0,2,0,4,2,0,9,0.05714285714285714,0.0,0
742,RED,0,2,10,46,728,0.0001854395604395604,0,1,3,0,0,0,4,2,0,9,0.07142857142857142,1.0,0
743,ORANGE,0,3,10,51,825,0.00044242424242424243,0,2,5,1,1,0,2,2,0,6,0.08,1.0,0
744,RED,0,4,10,57,915,0.0006786885245901639,0,2,5,0,1,0,3,3,0,9,0.07777777777777778,0.0,0
745,WHITE,1,10,10,98,1555,0.0019672025723472667,0,3,5,0,2,1,11,4,1,15,0.0970873786407767,0.3333333333333333,0
746,ORANGE,0,6,10,133,1986,0.0006173212487411883,0,2,8,0,2,0,7,2,1,11,0.12698412698412698,0.0,0
747,BLUE,0,5,10,82,1337,0.0006140613313388183,0,2,5,0,2,0,6,3,0,13,0.0660377358490566,1.0,0
748,RED,0,2,10,40,648,-0.00020524691358024695,0,0,1,1,0,0,2,2,0,3,0.0847457627118644,0.0,0
749,WHITE,1,10,10,106,1638,0.0030897435897435897,0,4,8,0,2,0,6,0,4,12,0.15217391304347827,1.0,0
750,ORANGE,0,9,10,69,1118,0.002061717352415027,1,7,11,0,2,0,5,1,2,12,0.10185185185185185,1.0,0
751,RED,0,5,10,68,1098,0.0010646630236794171,0,2,7,0,1,0,4,2,1,11,0.09090909090909091,0.0,0
752,WHITE,1,10,10,114,1820,0.0020675824175824175,0,4,9,0,2,1,8,4,1,15,0.13333333333333333,0.75,0
753,ORANGE,0,8,10,113,1784,0.0004405829596412556,1,5,8,0,1,1,6,3,0,8,0.10975609756097561,0.0,0
