game,winner,controlled_win,controlled_vp,winner_vp,turns,steps,avg_reward,largest_army,played_knights,dev_cards_bought,held_dev_cards,hidden_vp_cards,longest_road_award,longest_road_length,settlements,cities,roads,build_efficiency,brick_wood_balance,truncated
754,BLUE,0,5,10,103,1638,0.0006428571428571428,0,3,7,0,0,0,7,5,0,15,0.0945945945945946,0.6666666666666666,0
755,BLUE,0,3,10,68,1137,-2.3746701846965734e-05,0,0,2,1,0,0,3,3,0,8,0.05825242718446602,0.0,0
756,RED,0,4,10,80,1239,0.0005899919289749798,0,2,7,0,2,0,5,2,0,11,0.05970149253731343,1.0,0
757,WHITE,1,10,10,70,1125,0.0033093333333333334,1,4,5,0,0,0,4,2,3,15,0.13793103448275862,0.75,0
758,ORANGE,0,4,10,89,1296,-3.317901234567901e-05,1,4,4,0,0,0,4,2,0,10,0.10909090909090909,0.0,0
759,NONE,0,9,9,122,2000,0.0008385,0,3,5,0,2,1,8,5,0,15,0.10714285714285714,0.3333333333333333,1
760,BLUE,0,9,10,60,992,0.0024889112903225805,1,6,10,0,2,0,5,1,2,10,0.1111111111111111,1.0,0
761,ORANGE,0,3,10,77,1265,-8.695652173913043e-05,0,1,3,0,1,0,3,2,0,9,0.0759493670886076,0.0,0
762,ORANGE,0,7,10,57,919,0.0013830250272034823,0,0,4,0,3,0,4,0,2,8,0.10126582278481013,0.0,0
763,RED,0,4,10,93,1432,0.00033379888268156424,0,1,5,0,2,0,3,2,0,8,0.08,0.0,0
764,RED,0,4,11,70,1077,2.0427112349117913e-05,0,0,1,0,1,0,4,3,0,6,0.08139534883720931,0.5,0
765,ORANGE,0,4,10,45,753,0.0008685258964143427,0,1,2,0,0,0,2,0,2,5,0.13793103448275862,0.0,0
766,WHITE,1,10,10,32,546,0.005959706959706959,0,3,4,0,1,1,8,5,1,15,0.2,0.5,0
767,WHITE,1,10,10,26,412,0.009135922330097088,0,2,3,0,1,1,7,1,3,8,0.2608695652173913,0.0,0
768,RED,0,5,10,80,1307,0.000909716908951798,0,3,5,0,1,0,2,0,2,6,0.10666666666666667,0.5,0
769,BLUE,0,7,10,106,1638,0.0010775335775335775,0,3,8,0,3,0,7,2,1,14,0.0975609756097561,0.0,0
770,BLUE,0,8,10,59,984,0.0016758130081300814,0,2,6,1,3,0,2,1,2,5,0.12658227848101267,0.0,0
771,BLUE,0,3,10,102,1649,-0.00025894481503941784,0,0,1,0,1,0,2,2,0,7,0.057692307692307696,0.0,0
772,BLUE,0,4,10,50,816,0.0006875000000000001,0,2,3,0,1,0,2,1,1,5,0.08333333333333333,1.0,0
773,ORANGE,0,2,10,45,750,0.00029866666666666664,0,2,4,0,0,0,3,2,0,8,0.09230769230769231,0.0,0
774,ORANGE,0,9,10,99,1561,0.0016713645099295325,1,8,13,0,2,0,2,1,2,5,0.09411764705882353,0.0,0
775,RED,0,9,10,120,1898,0.0018361433087460486,1,10,18,0,3,0,4,0,2,8,0.04918032786885246,1.0,0
776,WHITE,1,10,10,35,586,0.005295221843003413,0,1,2,0,1,1,7,1,3,15,0.1518987341772152,0.0,0
777,WHITE,1,10,10,49,756,0.005288359788359788,1,3,6,0,2,0,4,2,2,7,0.19230769230769232,1.0,0
778,WHITE,1,11,11,57,915,0.004042622950819672,1,4,8,0,3,1,5,4,0,7,0.16666666666666666,1.0,0
779,WHITE,1,10,10,76,1262,0.004182250396196513,1,9,13,0,1,0,5,1,3,8,0.12790697674418605,0.0,0
780,RED,0,2,10,74,1164,-1.7182130584192515e-06,0,2,3,0,0,0,3,2,0,9,0.06493506493506493,1.0,0
781,WHITE,1,10,10,48,789,0.004622306717363751,1,3,6,0,1,1,8,1,2,11,0.2,1.0,0
782,ORANGE,0,3,10,123,1974,-0.00013069908814589666,0,3,4,0,1,0,8,2,0,13,0.0759493670886076,0.0,0
783,ORANGE,0,5,10,56,923,0.0005352112676056338,0,1,5,1,1,0,6,4,0,15,0.0784313725490196,0.0,0
784,WHITE,1,10,10,72,1191,0.003425692695214106,1,5,11,0,4,0,5,2,1,15,0.08791208791208792,0.0,0
785,ORANGE,0,2,10,51,825,2.0606060606060608e-05,0,3,3,0,0,0,3,2,0,6,0.08695652173913043,0.0,0
786,ORANGE,0,5,10,66,1035,0.0005942028985507247,0,1,1,0,0,0,4,1,2,10,0.13043478260869565,1.0,0
787,ORANGE,0,3,10,41,671,-0.0003025335320417288,0,0,1,0,1,0,2,2,0,5,0.075,0.0,0
788,ORANGE,0,7,10,97,1621,0.000971622455274522,1,4,6,0,1,0,1,0,2,4,0.09090909090909091,0.5,0
789,WHITE,1,10,10,65,990,0.004823232323232323,1,5,12,1,4,0,2,0,2,4,0.16666666666666666,0.0,0
790,WHITE,1,10,10,90,1474,0.0025176390773405696,1,6,7,0,0,0,8,4,2,15,0.09022556390977443,0.5,0
791,BLUE,0,5,10,49,782,0.001374680306905371,0,2,3,0,1,0,2,0,2,3,0.1111111111111111,0.5,0
792,ORANGE,0,2,10,53,836,-0.0005980861244019139,0,1,1,0,0,0,5,2,0,15,0.09523809523809523,0.0,0
793,BLUE,0,7,10,72,1179,0.0011153519932145886,0,1,3,0,1,0,6,0,3,8,0.1,0.6,0
794,ORANGE,0,4,10,98,1466,0.00037585266030013643,0,2,7,1,2,0,2,2,0,7,0.08108108108108109,1.0,0
795,BLUE,0,2,10,48,776,-3.608247422680414e-05,0,1,3,0,0,0,5,2,0,9,0.08,1.0,0
796,NONE,0,8,8,128,2000,0.000709,0,0,2,0,1,1,7,5,0,15,0.09183673469387756,0.3333333333333333,1
797,RED,0,2,11,80,1153,-0.0005151777970511709,0,0,0,0,0,0,4,2,0,8,0.1111111111111111,0.0,0
798,BLUE,0,8,10,129,1962,0.0004525993883792049,0,2,5,0,1,0,8,5,1,15,0.11458333333333333,0.5,0
799,RED,0,5,10,42,645,0.0013829457364341086,0,3,5,0,1,0,4,2,1,9,0.125,0.6666666666666666,0
800,RED,0,7,10,97,1595,0.0004100313479623825,0,2,5,0,2,0,9,5,0,15,0.09090909090909091,0.5,0
801,RED,0,3,10,55,845,-9.82248520710059e-05,0,0,2,0,1,0,6,2,0,15,0.1,0.0,0
802,RED,0,9,10,71,1176,0.001886904761904762,0,2,9,0,5,0,0,0,2,2,0.09523809523809523,0.6666666666666666,0
803,ORANGE,0,7,10,48,794,0.0006095717884130983,1,4,5,0,1,0,6,4,0,15,0.09523809523809523,0.0,0
804,ORANGE,0,2,10,43,702,-0.00050997150997151,0,0,0,0,0,0,4,2,0,5,0.08955223880597014,0.0,0
805,WHITE,1,10,10,57,903,0.0035537098560354374,1,5,7,0,2,1,5,4,0,15,0.1509433962264151,1.0,0
806,RED,0,2,10,105,1628,-0.00013144963144963147,0,0,2,0,0,0,6,2,0,15,0.06521739130434782,0.0,0
807,BLUE,0,2,10,76,1187,0.0004414490311710194,0,4,6,0,0,0,3,2,0,4,0.0759493670886076,1.0,0
808,BLUE,0,2,10,64,1010,0.0002782178217821782,0,3,4,0,0,0,4,2,0,6,0.10714285714285714,0.0,0
809,WHITE,1,10,10,74,1149,0.003804177545691906,0,4,8,0,0,1,10,2,3,15,0.14285714285714285,1.0,0
810,ORANGE,0,5,10,110,1708,0.0004789227166276347,1,6,8,0,0,0,5,3,0,14,0.07792207792207792,0.0,0
811,ORANGE,0,3,10,45,760,0.0007302631578947369,0,2,4,1,0,0,3,1,1,6,0.09722222222222222,1.0,0
812,NONE,0,7,8,126,2000,0.000829,0,3,4,0,0,1,8,3,1,15,0.1232876712328767,0.0,1
813,WHITE,1,10,10,52,790,0.004363291139240506,1,3,5,0,0,1,10,2,2,15,0.20408163265306123,0.3333333333333333,0
814,RED,0,5,10,95,1587,0.0002589792060491493,0,4,6,0,0,0,5,5,0,15,0.1111111111111111,0.0,0
815,ORANGE,0,9,10,94,1572,0.0009491094147582697,1,6,10,0,0,0,6,5,1,15,0.10476190476190476,0.5,0
816,BLUE,0,4,10,52,847,0.0005631641086186541,0,1,4,1,1,0,4,1,1,10,0.0707070707070707,1.0,0
817,ORANGE,0,2,10,48,783,-0.00029118773946360156,0,2,2,0,0,0,4,2,0,10,0.09375,0.0,0
818,RED,0,6,10,68,1074,0.0003426443202979516,1,4,5,0,1,0,4,3,0,12,0.07865168539325842,0.0,0
819,BLUE,0,3,10,70,1110,-0.00010180180180180182,0,0,0,0,0,0,2,1,1,6,0.07865168539325842,0.0,0
820,WHITE,1,10,10,84,1352,0.0025414201183431955,1,8,11,0,2,1,9,4,0,15,0.1,1.0,0
821,WHITE,1,10,10,39,611,0.006833060556464812,1,4,7,0,1,0,3,1,3,7,0.2,0.0,0
822,BLUE,0,3,10,105,1669,-0.0001012582384661474,0,1,2,0,1,0,5,2,0,14,0.07058823529411765,0.0,0
823,WHITE,1,10,10,75,1200,0.003535,0,3,4,0,0,0,5,2,4,15,0.175,0.6,0
824,RED,0,2,10,84,1278,0.00011502347417840375,0,3,4,0,0,0,2,2,0,6,0.1,0.0,0
825,ORANGE,0,3,10,94,1534,0.0005880052151238592,0,5,7,0,0,0,6,1,1,13,0.06930693069306931,1.0,0
826,BLUE,0,3,10,44,725,4.413793103448279e-05,0,1,2,0,1,0,4,2,0,10,0.10526315789473684,0.0,0
827,RED,0,4,10,81,1321,0.00031037093111279334,0,2,3,0,1,0,6,1,1,9,0.07777777777777778,1.0,0
828,RED,0,5,10,45,716,-0.0005558659217877095,0,0,0,0,0,1,10,3,0,15,0.10294117647058823,0.5,0
829,ORANGE,0,2,10,63,1005,-2.9850746268656728e-05,0,1,3,0,0,0,2,2,0,6,0.0759493670886076,0.0,0
830,NONE,0,8,8,124,2000,0.00133,1,6,11,0,2,0,1,0,2,5,0.109375,0.3333333333333333,1
831,BLUE,0,9,10,123,1878,0.0009387646432374867,1,7,12,0,2,0,5,5,0,15,0.1,1.0,0
832,RED,0,4,10,94,1426,-0.00015778401122019638,0,1,2,0,0,1,6,2,0,11,0.1016949152542373,0.0,0
833,RED,0,3,10,46,715,0.0005384615384615384,0,3,4,0,0,0,3,3,0,6,0.09803921568627451,0.0,0
834,ORANGE,0,3,10,103,1607,0.00010267579340385812,0,1,3,0,1,0,1,2,0,3,0.056179775280898875,1.0,0
835,ORANGE,0,2,10,111,1693,4.2528056704075595e-05,0,2,4,0,0,0,4,2,0,9,0.06451612903225806,1.0,0
836,BLUE,0,4,10,55,856,0.000713785046728972,0,1,4,0,2,0,3,2,0,7,0.09090909090909091,0.0,0
837,ORANGE,0,2,10,29,461,-0.0009783080260303688,0,0,0,0,0,0,3,2,0,5,0.11764705882352941,0.5,0
838,RED,0,3,10,51,826,2.9055690072639238e-05,0,0,2,0,1,0,0,2,0,2,0.05555555555555555,1.0,0
839,ORANGE,0,2,10,94,1471,-0.0003698164513936098,0,0,2,0,0,0,6,2,0,15,0.07407407407407407,0.0,0
840,RED,0,5,11,49,806,0.0008064516129032259,0,2,2,0,0,0,5,1,2,15,0.0967741935483871,0.0,0
841,BLUE,0,7,10,55,861,0.00016260162601626014,0,1,2,0,0,1,9,5,0,15,0.12857142857142856,1.0,0
842,BLUE,0,5,10,103,1564,0.0005786445012787724,0,3,6,0,1,0,6,2,1,15,0.14705882352941177,0.0,0
843,RED,0,4,10,58,913,0.0005377875136911282,0,1,5,0,2,0,5,2,0,8,0.07058823529411765,0.0,0
844,RED,0,7,10,72,1140,0.001274561403508772,1,4,6,0,1,0,3,0,2,4,0.09876543209876543,0.3333333333333333,0
845,WHITE,1,10,10,28,453,0.006019867549668874,0,0,1,0,1,1,8,5,1,15,0.24444444444444444,1.0,0
846,WHITE,1,10,10,64,1024,0.00405078125,0,5,9,0,2,1,6,2,2,14,0.20754716981132076,0.0,0
847,ORANGE,0,2,10,57,880,4.204545454545452e-05,0,0,2,0,0,0,5,2,0,10,0.125,0.0,0
848,RED,0,2,10,42,641,0.00025741029641185645,0,2,3,0,0,0,2,2,0,4,0.0851063829787234,0.0,0
849,WHITE,1,10,10,34,544,0.006661764705882353,0,1,2,0,1,1,7,1,3,12,0.25,0.3333333333333333,0
850,RED,0,3,10,130,1971,0.00010755961440892947,0,3,4,0,1,0,3,2,0,4,0.06976744186046512,0.0,0
851,BLUE,0,3,10,90,1388,0.0008155619596541787,0,4,10,0,1,0,5,2,0,12,0.06521739130434782,0.0,0
852,BLUE,0,5,10,74,1164,0.00012457044673539519,0,1,1,0,0,0,6,3,1,15,0.10843373493975904,0.6666666666666666,0
853,BLUE,0,4,10,108,1654,9.371221281741235e-05,0,1,3,0,2,0,1,2,0,2,0.05970149253731343,0.0,0
854,RED,0,2,10,42,661,-0.0006051437216338881,0,0,0,0,0,0,1,2,0,4,0.10344827586206896,1.0,0
855,RED,0,5,10,105,1649,0.0006652516676773802,0,3,6,0,2,0,8,1,1,15,0.09090909090909091,0.0,0
856,RED,0,4,10,86,1430,0.0001062937062937063,0,0,3,0,1,0,8,3,0,15,0.07142857142857142,0.0,0
857,ORANGE,0,3,10,69,1110,0.0003522522522522523,0,3,4,0,1,0,5,2,0,7,0.06593406593406594,0.0,0
858,ORANGE,0,4,10,47,777,0.000658944658944659,0,2,4,0,2,0,2,2,0,4,0.0821917808219178,1.0,0
859,RED,0,5,11,90,1485,0.0005158249158249158,0,3,5,0,0,0,7,5,0,15,0.11538461538461539,0.5,0
860,RED,0,4,10,76,1231,0.0004930950446791227,0,2,6,0,2,0,3,2,0,8,0.06578947368421052,0.0,0
861,BLUE,0,4,10,95,1379,-0.00034807831762146487,0,0,1,0,0,1,7,2,0,15,0.0967741935483871,0.25,0
862,WHITE,1,10,10,114,1734,0.002779123414071511,1,8,12,0,2,0,3,2,2,10,0.10638297872340426,1.0,0
863,ORANGE,0,6,10,70,1118,0.000761180679785331,1,5,7,0,1,0,4,3,0,8,0.07954545454545454,0.5,0
864,WHITE,1,10,10,86,1352,0.0031116863905325445,1,5,10,0,1,0,9,5,1,15,0.11,0.5,0
865,WHITE,1,10,10,44,717,0.004316596931659694,1,4,6,0,1,1,6,5,0,15,0.1,0.0,0
866,NONE,0,3,7,136,2000,0.0005235,0,2,3,0,1,0,2,2,0,6,0.11538461538461539,1.0,1
867,WHITE,1,10,10,114,1778,0.0019015748031496063,0,3,6,0,2,1,8,4,1,15,0.1388888888888889,0.5,0
868,WHITE,1,10,10,72,1210,0.002797520661157025,1,4,8,0,2,1,8,4,0,15,0.1,1.0,0
869,WHITE,1,10,10,77,1247,0.003595829991980754,0,3,10,0,3,0,9,3,2,15,0.1375,0.5,0
870,RED,0,6,10,86,1388,0.0003609510086455331,0,1,4,0,1,0,5,5,0,15,0.09574468085106383,1.0,0
871,BLUE,0,4,10,51,810,-0.00032345679012345675,0,2,3,0,0,1,6,2,0,15,0.07792207792207792,0.3333333333333333,0
872,ORANGE,0,4,10,104,1692,0.0002647754137115839,0,3,7,0,1,0,10,3,0,14,0.056179775280898875,1.0,0
873,BLUE,0,2,10,66,1040,-0.0003451923076923077,0,1,1,0,0,0,3,2,0,8,0.09230769230769231,0.0,0
874,ORANGE,0,6,11,105,1573,0.0006350921805467261,1,5,7,0,1,0,3,1,1,8,0.11864406779661017,1.0,0
875,RED,0,4,10,88,1452,0.0002568870523415978,1,5,5,0,0,0,2,2,0,6,0.075,1.0,0
876,WHITE,1,10,10,59,913,0.004707557502738225,1,3,6,0,1,0,4,1,3,8,0.171875,1.0,0
877,WHITE,1,10,10,73,1188,0.00413047138047138,0,3,7,0,1,0,4,1,4,15,0.15853658536585366,1.0,0
878,ORANGE,0,2,10,82,1272,0.000205188679245283,0,3,4,0,0,0,6,2,0,9,0.06741573033707865,0.0,0
879,ORANGE,0,3,10,61,972,0.0001594650205761317,0,1,2,0,1,0,4,2,0,5,0.08823529411764706,0.0,0
880,RED,0,5,10,103,1627,0.0004535955746773202,0,2,5,1,1,0,6,2,1,11,0.08163265306122448,0.0,0
881,RED,0,2,10,67,1024,-0.0001640625,0,1,1,0,0,0,2,2,0,3,0.078125,0.0,0
882,ORANGE,0,5,10,118,1788,0.0009893736017897092,0,5,10,0,2,0,4,1,1,7,0.08333333333333333,0.0,0
883,RED,0,6,10,101,1585,0.0002946372239747634,0,2,4,0,1,0,6,5,0,15,0.11842105263157894,0.0,0
884,ORANGE,0,2,10,51,774,-0.0003488372093023256,0,1,1,0,0,0,2,2,0,5,0.13953488372093023,0.0,0
885,WHITE,1,10,10,57,906,0.003687637969094923,1,5,7,0,1,1,14,3,1,15,0.19148936170212766,0.0,0
886,BLUE,0,3,10,44,689,0.00034542815674891143,0,1,2,0,0,0,3,3,0,5,0.125,0.0,0
887,BLUE,0,6,11,123,1926,0.0008515057113187954,0,4,6,0,2,0,1,0,2,3,0.0875,0.6666666666666666,0
888,BLUE,0,8,10,47,771,0.001688715953307393,0,1,4,0,1,0,7,3,2,15,0.12941176470588237,0.2857142857142857,0
889,RED,0,3,10,70,1065,0.00038497652582159626,0,3,4,0,1,0,2,2,0,4,0.14285714285714285,0.0,0
890,WHITE,1,10,10,93,1471,0.002670972127804215,1,6,11,0,3,0,6,3,1,15,0.12,0.0,0
891,RED,0,3,10,73,1120,0.00021696428571428575,0,5,6,0,1,0,4,2,0,11,0.09836065573770492,0.0,0
892,ORANGE,0,3,10,75,1166,0.0002495711835334477,0,2,5,0,1,0,5,2,0,13,0.07792207792207792,0.0,0
893,ORANGE,0,2,10,61,957,-0.0002142110762800418,0,2,2,0,0,0,4,2,0,6,0.09230769230769231,0.0,0
894,BLUE,0,5,10,72,1212,0.00035808580858085815,0,2,4,0,2,0,5,1,1,15,0.056451612903225805,0.5,0
895,ORANGE,0,7,10,74,1223,0.0005739983646770236,0,4,6,0,0,1,7,5,0,15,0.10975609756097561,1.0,0
896,WHITE,1,10,10,113,1760,0.0017749999999999999,0,2,4,0,0,1,7,4,2,15,0.14634146341463414,0.5,0
897,NONE,0,7,8,120,2000,0.0009625,0,2,5,0,2,0,2,3,1,6,0.102803738317757,0.0,1
898,ORANGE,0,6,10,103,1682,-5.1129607609988105e-05,0,1,1,0,0,1,6,2,1,15,0.0784313725490196,0.0,0
899,NONE,0,8,8,124,2000,0.0009265,0,1,4,0,1,0,6,5,1,15,0.1375,0.6666666666666666,1
900,RED,0,7,10,48,786,0.0011844783715012723,1,3,4,0,1,0,7,2,1,15,0.1282051282051282,0.6666666666666666,0
901,WHITE,1,10,10,54,850,0.003770588235294118,1,5,8,0,2,1,9,2,1,15,0.11594202898550725,0.0,0
902,WHITE,1,10,10,60,950,0.0045642105263157895,0,5,8,0,1,1,5,1,3,7,0.22641509433962265,1.0,0
903,ORANGE,0,3,10,62,993,-0.0004541792547834844,0,0,0,0,0,0,7,3,0,14,0.08860759493670886,0.0,0
904,NONE,0,2,8,137,2000,0.000408,0,0,2,0,0,0,3,2,0,9,0.10526315789473684,0.0,1
905,NONE,0,9,9,130,2000,0.0016315,0,4,8,0,1,0,6,2,3,15,0.13186813186813187,0.25,1
906,ORANGE,0,5,10,69,1114,0.0008482944344703771,0,1,3,0,1,0,4,0,2,8,0.1038961038961039,0.0,0
907,WHITE,1,10,10,51,817,0.0051285189718482255,1,5,10,0,3,0,7,5,0,15,0.1935483870967742,1.0,0
908,NONE,0,8,8,131,2000,0.0015245,0,5,9,0,2,0,8,2,2,14,0.12345679012345678,1.0,1
909,BLUE,0,3,10,52,802,-0.00012967581047381544,0,1,3,0,1,0,1,2,0,4,0.1,0.5,0
910,ORANGE,0,3,10,58,940,0.00014680851063829788,0,1,3,0,1,0,3,2,0,8,0.1016949152542373,0.0,0
911,WHITE,1,10,10,54,832,0.005167067307692307,1,8,14,0,3,1,5,3,0,9,0.1509433962264151,1.0,0
912,ORANGE,0,4,10,79,1277,0.0004111198120595145,0,1,2,0,1,0,2,1,1,5,0.09210526315789473,0.0,0
913,RED,0,3,10,53,842,0.0007327790973871734,0,2,4,0,0,0,4,1,1,7,0.11666666666666667,0.0,0
914,NONE,0,9,9,130,2000,0.0011355,1,5,8,0,2,1,7,1,1,12,0.0958904109589041,0.0,1
915,BLUE,0,3,10,64,1036,0.0005038610038610038,0,2,6,0,1,0,3,2,0,7,0.10909090909090909,0.0,0
916,NONE,0,6,9,124,2000,0.0011115,0,4,9,0,4,0,3,2,0,9,0.08823529411764706,1.0,1
917,WHITE,1,10,10,69,1075,0.0037274418604651164,1,6,10,0,2,0,5,4,1,15,0.14492753623188406,0.5,0
918,BLUE,0,7,10,116,1885,0.0006848806366047746,0,5,8,0,1,1,9,2,1,14,0.11494252873563218,1.0,0
919,BLUE,0,5,10,84,1278,0.0005899843505477308,0,3,6,0,2,0,6,3,0,8,0.1044776119402985,0.0,0
920,BLUE,0,3,10,76,1209,0.0003341604631927213,0,2,4,0,1,0,2,2,0,6,0.0821917808219178,0.0,0
921,BLUE,0,6,10,85,1358,0.0007709867452135494,0,3,5,0,1,0,7,1,2,11,0.08490566037735849,0.0,0
922,WHITE,1,10,10,63,1042,0.002890595009596929,0,1,3,0,1,1,8,5,1,15,0.12790697674418605,0.6666666666666666,0
923,ORANGE,0,3,10,40,613,0.0003507340946166395,0,2,3,0,1,0,1,2,0,3,0.11363636363636363,0.0,0
924,ORANGE,0,6,10,61,946,0.0014947145877378437,1,5,9,2,1,0,7,1,1,9,0.08571428571428572,0.0,0
925,RED,0,4,10,64,1002,0.000313373253493014,1,3,5,0,0,0,3,2,0,10,0.06666666666666667,1.0,0
926,WHITE,1,10,10,64,1004,0.003049800796812749,1,4,7,0,1,1,6,5,0,15,0.13636363636363635,0.0,0
927,ORANGE,0,2,10,84,1269,-1.4972419227738389e-05,0,3,3,0,0,0,2,2,0,5,0.1276595744680851,1.0,0
928,RED,0,2,10,36,570,-0.0006105263157894737,0,0,0,0,0,0,2,2,0,3,0.1,1.0,0
929,BLUE,0,2,10,44,703,-0.0005519203413940256,0,0,0,0,0,0,1,2,0,4,0.1,0.0,0
930,BLUE,0,6,10,91,1509,0.0011146454605699138,1,6,8,0,0,0,0,0,2,2,0.07692307692307693,0.5,0
931,BLUE,0,3,10,51,817,0.0009351285189718483,0,3,5,0,0,0,3,1,1,11,0.1044776119402985,0.0,0
932,NONE,0,6,7,135,2000,0.0012445,1,6,12,0,2,0,5,2,0,10,0.07692307692307693,1.0,1
933,RED,0,6,11,88,1437,0.00013291579679888655,0,0,2,0,1,0,8,5,0,15,0.08181818181818182,0.5,0
934,NONE,0,9,9,134,2000,0.0016045,1,10,14,0,2,0,7,5,0,15,0.10975609756097561,1.0,1
935,BLUE,0,8,10,46,756,0.0027513227513227515,1,6,9,0,2,0,4,2,1,8,0.10810810810810811,1.0,0
936,RED,0,3,10,49,829,0.000623642943305187,0,4,4,0,0,0,1,1,1,5,0.1206896551724138,0.0,0
937,RED,0,4,10,59,945,-6.87830687830688e-05,0,2,2,0,0,1,7,2,0,10,0.11320754716981132,1.0,0
938,ORANGE,0,5,10,95,1529,-0.00044538914323086985,0,0,0,0,0,1,6,3,0,15,0.07954545454545454,1.0,0
939,ORANGE,0,2,10,104,1607,3.671437461107653e-05,0,0,4,1,0,0,7,2,0,12,0.07317073170731707,0.0,0
940,NONE,0,7,8,129,2000,0.0015795,0,4,8,0,1,0,1,0,3,4,0.10810810810810811,0.5,1
941,BLUE,0,2,11,87,1404,-0.0001339031339031339,0,1,1,0,0,0,1,2,0,2,0.047619047619047616,1.0,0
942,RED,0,3,10,49,766,-0.0005587467362924282,0,0,2,1,1,0,5,2,0,11,0.0967741935483871,1.0,0
943,WHITE,1,10,10,76,1237,0.0029684721099434114,0,4,8,0,2,1,10,4,1,15,0.12048192771084337,0.0,0
944,ORANGE,0,3,10,50,779,0.00031065468549422334,0,2,4,1,0,0,2,3,0,6,0.12,1.0,0
945,BLUE,0,5,10,66,1053,0.0007977207977207978,0,1,5,0,2,0,3,1,1,6,0.07446808510638298,1.0,0
946,RED,0,2,10,78,1282,-0.00042745709828393135,0,1,1,0,0,0,3,2,0,11,0.06666666666666667,1.0,0
947,NONE,0,9,9,130,2000,0.0015400000000000001,1,10,13,0,1,1,8,2,1,12,0.0784313725490196,0.0,1
948,WHITE,1,10,10,93,1502,0.0028841544607190414,0,5,6,0,1,0,5,1,4,15,0.1780821917808219,0.0,0
949,WHITE,1,10,10,111,1696,0.002571933962264151,0,3,8,1,2,0,8,4,2,15,0.1111111111111111,1.0,0
950,WHITE,1,10,10,106,1702,0.002392479435957697,1,5,8,0,2,0,4,2,2,10,0.1095890410958904,0.0,0
951,NONE,0,5,9,131,2000,0.000723,0,4,6,0,0,1,8,3,0,13,0.08433734939759036,1.0,1
952,BLUE,0,9,10,87,1392,0.0009547413793103448,1,5,8,0,0,1,11,5,0,15,0.11842105263157894,0.6666666666666666,0
953,BLUE,0,8,10,78,1266,0.0011824644549763034,1,4,6,0,1,0,9,1,2,13,0.11538461538461539,0.0,0
954,ORANGE,0,9,10,62,1068,0.0013604868913857679,1,4,6,0,2,0,5,1,2,12,0.08403361344537816,0.0,0
955,BLUE,0,4,10,59,946,0.0005073995771670191,0,2,4,0,2,0,0,2,0,2,0.05194805194805195,1.0,0
956,WHITE,1,10,10,49,774,0.004335917312661499,1,3,6,0,1,1,6,1,2,14,0.14285714285714285,1.0,0
957,RED,0,5,10,56,834,0.0009916067146282974,0,2,2,0,0,0,3,1,2,5,0.19148936170212766,0.0,0
958,WHITE,1,10,10,121,1897,0.0018255139694254086,0,1,5,0,2,1,7,2,2,15,0.0970873786407767,1.0,0
959,WHITE,1,10,10,75,1178,0.00350509337860781,0,2,8,0,3,0,4,3,2,15,0.14666666666666667,0.75,0
960,BLUE,0,9,11,78,1290,0.0020472868217054265,1,7,13,0,2,0,4,1,2,8,0.08163265306122448,0.0,0
961,BLUE,0,6,10,87,1430,0.0009293706293706294,1,6,11,0,2,0,3,2,0,9,0.06976744186046512,0.0,0
962,RED,0,2,10,38,620,-0.0004,0,0,1,0,0,0,3,2,0,6,0.06944444444444445,0.0,0
963,BLUE,0,5,10,94,1549,0.0002879276952872821,0,4,6,0,0,0,6,5,0,15,0.07317073170731707,0.3333333333333333,0
964,WHITE,1,10,10,78,1162,0.00351118760757315,1,10,13,0,2,1,10,4,0,15,0.1509433962264151,0.0,0
965,BLUE,0,2,10,39,632,-0.0003401898734177215,0,1,1,0,0,0,0,2,0,2,0.06557377049180328,0.0,0
966,BLUE,0,4,10,57,878,-8.086560364464693e-05,0,2,2,0,0,1,5,2,0,7,0.12,1.0,0
967,ORANGE,0,2,10,60,933,-0.00013504823151125404,0,1,2,0,0,0,6,2,0,8,0.0967741935483871,0.0,0
968,WHITE,1,10,10,61,1089,0.004360881542699724,1,6,11,0,1,0,5,1,3,12,0.10091743119266056,0.0,0
969,RED,0,4,10,53,796,-0.00040829145728643216,0,1,2,0,0,1,7,2,0,15,0.0821917808219178,0.0,0
970,WHITE,1,10,10,127,1977,0.002044511886697016,1,6,11,0,2,1,7,0,2,15,0.10126582278481013,1.0,0
971,RED,0,8,10,87,1445,0.0004256055363321799,0,2,4,0,1,1,8,5,0,15,0.08490566037735849,1.0,0
972,BLUE,0,5,11,70,1137,0.0005321020228671944,0,0,1,0,1,0,3,0,2,4,0.10810810810810811,0.0,0
973,ORANGE,0,2,10,44,705,-0.0003092198581560284,0,0,1,0,0,0,1,2,0,3,0.08771929824561403,0.0,0
974,ORANGE,0,6,10,80,1251,0.0009832134292565948,1,7,10,0,2,0,4,2,0,10,0.07407407407407407,0.0,0
975,BLUE,0,7,10,115,1789,0.00028842929010620456,0,0,0,0,0,0,8,3,2,15,0.10091743119266056,0.0,0
976,BLUE,0,2,11,44,719,-0.0005326842837273992,0,0,0,0,0,0,1,2,0,5,0.0821917808219178,0.0,0
977,NONE,0,6,7,128,2000,0.000592,0,2,4,0,1,0,4,5,0,15,0.11688311688311688,1.0,1
